ALFA ROMEO     , ALFA 147 , 1.6 TS DISTINCTIVE ,07, 937BXA1A05    , BE5,nr15545,   ,INJ ,105,Yes
OPEL           , VECTRA   , 1.816V EXECUTIVE GP,07,S              , BK5,nr15783,S7 ,INJ ,115,Yes
OPEL           , VECTRA   , 1.816V EXECUTIVE GP,08,S              , BK5,nr15784,S7 ,INJ ,115,Yes
OPEL           , VECTRA   , 2.2DTI 16V COMFORT ,07,               , BE4,nr15785,S7 ,DITU,120,Yes
OPEL           , VECTRA   , 2.2DTI 16V COMFORT ,07,               , BE5,nr15786,S7 ,DITU,120,Yes
OPEL           , VECTRA   , 2.2DTI 16V COMFORT ,07,               , BK5,nr15787,S7 ,DITU,120,Yes
OPEL           , VECTRA   , 2.2DTI 16V ELEGANCE,07,               , BE4,nr15788,S7 ,DITU,120,Yes
OPEL           , VECTRA   , 2.2DTI 16V ELEGANCE,07,               , BE5,nr15789,S7 ,DITU,120,Yes
OPEL           , VECTRA   , 2.2DTI 16V ELEGANCE,07,               , BK5,nr15790,S7 ,DITU,120,Yes
OPEL           , VECTRA   , 2.2DTI 16V EXECU GP,07,S              , BE4,nr15791,S7 ,DITU,120,Yes
OPEL           , VECTRA   , 2.2DTI 16V EXECU GP,08,S              , BE4,nr15792,S7 ,DITU,125,Yes
OPEL           , VECTRA   , 2.2DTI 16V EXECU GP,07,S              , BE5,nr15793,S7 ,DITU,120,Yes
OPEL           , VECTRA   , 2.2DTI 16V EXECU GP,08,S              , BE5,nr15794,S7 ,DITU,125,Yes
OPEL           , VECTRA   , 2.2DTI 16V EXECU GP,07,S              , BK5,nr15795,S7 ,DITU,120,Yes
OPEL           , VECTRA   , 2.2DTI 16V EXECU GP,08,S              , BK5,nr15796,S7 ,DITU,125,Yes
OPEL           , VECTRA   , 2.2DTI 16V SPORT   ,07,               , BE4,nr15797,S7 ,DITU,120,Yes
OPEL           , VECTRA   , 2.2DTI 16V SPORT   ,07,               , BE5,nr15798,S7 ,DITU,120,Yes
OPEL           , VECTRA   , 2.2DTI 16V SPORT   ,07,               , BK5,nr15799,S7 ,DITU,120,Yes
OPEL           , VECTRA   , 2.6 V6 EXECUTIVE GP,11,S              , BE4,nr15800,S7 ,INJ ,170,Yes
OPEL           , VECTRA   , 2.6 V6 EXECUTIVE GP,12,S              , BE4,nr15801,S7 ,INJ ,170,Yes
OPEL           , VECTRA   , 2.6 V6 EXECUTIVE GP,11,S              , BE5,nr15802,S7 ,INJ ,170,Yes
OPEL           , VECTRA   , 2.6 V6 EXECUTIVE GP,12,S              , BE5,nr15803,S7 ,INJ ,170,Yes
OPEL           , VECTRA   , 2.6 V6 EXECUTIVE GP,11,S              , BK5,nr15804,S7 ,INJ ,170,Yes
OPEL           , VECTRA   , 2.6 V6 EXECUTIVE GP,12,S              , BK5,nr15805,S7 ,INJ ,170,Yes
PEUGEOT        , 206      , XR PRESENCE 2.0 HDI,05, 2ARHYU        , BE5,nr15806,S7 ,DITU,090,Yes
PEUGEOT        , 206      , XR PRESENCE 2.0 HDI,05, 2CRHYU        , BE3,nr15807,S7 ,DITU,090,Yes
PEUGEOT        , 406      , 2.2 HDI            ,08, 8C4HXF        , CPE,nr15808,S7 ,DITU,136,Yes
PEUGEOT        , 406      , 2.2 HDI PACK       ,08, 8C4HXF        , CPE,nr15809,S7 ,DITU,136,Yes
PEUGEOT        , BOXER    , 270C 2.8 HDI       ,09, 231AL2        , FTE,nr15810,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 270CS 2.8 HDI      ,09, 231AL2        , FTE,nr15811,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 310C 2.8 HDI       ,09, 231GL2        , FTE,nr15812,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 320L 2.8 HDI       ,09, 233GL2        , FTE,nr15813,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 320L 2.8 HDI       ,09, 233GL21       , FTE,nr15814,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 320LH 2.8 HDI      ,09, 233BL2        , FTE,nr15815,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 320LL 2.8 HDI      ,09, 234GL2        , FTE,nr15816,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 320M 2.8 HDI       ,09, 232BL2        , FTE,nr15817,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 320M 2.8 HDI       ,09, 232GL2        , FTE,nr15818,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 320M 2.8 HDI       ,09, 232HL2        , FTE,nr15819,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 320MH 2.8 HDI      ,09, 232BL21       , FTE,nr15820,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 350C 2.8 HDI       ,09, 231JL2        , FTE,nr15821,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 350CS 2.8 HDI      ,09, 231JL2        , FTE,nr15822,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 350LH 2.8 HDI      ,09, 233JL2        , FTE,nr15823,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 350LHS 2.8 HDI     ,09, 233JL2        , FTE,nr15824,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 350MH 2.8 HDI      ,09, 232JL2        , FTE,nr15825,   ,DITU,127,Yes
PEUGEOT        , BOXER    , 350MHS 2.8 HDI     ,09, 232JL2        , FTE,nr15826,   ,DITU,127,Yes
PEUGEOT        , PARTNER  , 170C 2.0 HDI       ,08, 5BRHYF        , FTE,nr15827,S7 ,DITU,090,Yes
PEUGEOT        , PARTNER  , 170C 2.0 HDI       ,08, 5ERHYF        , FTE,nr15828,S7 ,DITU,090,Yes
PEUGEOT        , PARTNER  , 190C 2.0 HDI       ,08, 5CRHYF        , FTE,nr15829,S7 ,DITU,090,Yes
RENAULT        , CLIO     , EXTREME 1.2        ,04, BBOFBF        , BE5,nr15830,S7 ,INJ ,060,Yes
RENAULT        , CLIO     , EXTREME 1.2        ,04, CBOFBF        , BE3,nr15831,S7 ,INJ ,060,Yes
RENAULT        , CLIO     , EXTREME 1.2 16V    ,05, BB050F        , BE5,nr15832,S7 ,INJ ,075,Yes
RENAULT        , CLIO     , EXTREME 1.2 16V    ,05, CB050F        , BE3,nr15833,S7 ,INJ ,075,Yes
RENAULT        , CLIO     , EXTREME 1.4 16V    ,06, BBOPOF        , BE5,nr15834,S7 ,INJ ,095,Yes
RENAULT        , CLIO     , EXTREME 1.4 16V    ,06, CBOPOF        , BE5,nr15835,S7 ,INJ ,095,Yes
RENAULT        , CLIO     , EXTREME 1.4 16V BA ,06, BBOPOA        , BE5,nr15836,S7 ,INJ ,098,Yes
RENAULT        , CLIO     , EXTREME 1.4 16V BA ,06, CB0P0A        , BE3,nr15837,S7 ,INJ ,098,Yes
RENAULT        , CLIO     , EXTREME 1.9DTI     ,05, BBOVOF        , BE5,nr15838,S7 ,DITU,080,Yes
RENAULT        , CLIO     , EXTREME 1.9DTI     ,05, CBOVOF        , BE3,nr15839,S7 ,DITU,080,Yes
RENAULT        , CLIO     , EXTREME1.9D        ,05, BBOJOF        , BE5,nr15840,S7 ,DIES,065,Yes
RENAULT        , CLIO     , EXTREME1.9D        ,05, CBOJOF        , BE3,nr15841,S7 ,DIES,065,Yes
RENAULT        , CLIO     , INITIALE 1.6 16V   ,07, BBOHOF        , BE5,nr15842,S7 ,INJ ,110,Yes
RENAULT        , CLIO     , INITIALE 1.6 16V   ,07, CBOHOF        , BE3,nr15843,S7 ,INJ ,110,Yes
RENAULT        , CLIO     , LUDO 1.2           ,04, BBOFBF        , BE5,nr15844,S7 ,INJ ,060,Yes
RENAULT        , CLIO     , LUDO 1.2           ,04, CBOFBF        , BE3,nr15845,S7 ,INJ ,060,Yes
RENAULT        , CLIO     , LUDO 1.4           ,05, BBEBOF        , BE5,nr15846,S7 ,INJ ,075,Yes
RENAULT        , CLIO     , LUDO 1.4 16V       ,06, BBOPOF        , BE5,nr15847,S7 ,INJ ,095,Yes
RENAULT        , CLIO     , LUDO 1.4 16V       ,06, CBOPOF        , BE3,nr15848,S7 ,INJ ,095,Yes
RENAULT        , CLIO     , LUDO 1.9DTI        ,05, BBOVOF        , BE5,nr15849,S7 ,DITU,080,Yes
RENAULT        , CLIO     , LUDO 1.9DTI        ,05, CBOVOF        , BE3,nr15850,S7 ,DITU,080,Yes
RENAULT        , CLIO     , LUDO1.4            ,05, CBEBOF        , BE3,nr15851,S7 ,INJ ,075,Yes
RENAULT        , CLIO     , RTE 1.2            ,04, BBOFBF        , BE5,nr15852,S7 ,INJ ,060,Yes
RENAULT        , CLIO     , RTE 1.2            ,04, CBOFBF        , BE3,nr15853,S7 ,INJ ,060,Yes
RENAULT        , CLIO     , RXE 1.2            ,04, BBOFBF        , BE5,nr15854,S7 ,INJ ,060,Yes
RENAULT        , CLIO     , RXE 1.2            ,04, CBOFBF        , BE3,nr15855,S7 ,INJ ,060,Yes
RENAULT        , CLIO     , RXE 1.4            ,05, BBEBOF        , BE5,nr15856,S7 ,INJ ,075,Yes
RENAULT        , CLIO     , RXE 1.4            ,05, CBEBOF        , BE3,nr15857,S7 ,INJ ,075,Yes
RENAULT        , CLIO     , RXE 1.4 16V BVA    ,06, BBOPOA        , BE5,nr15858,S7 ,INJ ,098,Yes
RENAULT        , CLIO     , RXE 1.4 16V BVA    ,06, CB0P0A        , BE3,nr15859,S7 ,INJ ,098,Yes
RENAULT        , CLIO     , RXE 1.9DTI         ,05, BBOVOF        , BE5,nr15860,S7 ,DITU,080,Yes
RENAULT        , CLIO     , RXE 1.9DTI         ,05, CBOVOF        , BE3,nr15861,S7 ,DITU,080,Yes
RENAULT        , CLIO     , RXT 1.4 16V        ,06, BBOPOF        , BE5,nr15862,S7 ,INJ ,095,Yes
RENAULT        , CLIO     , RXT 1.4 16V        ,06, CBOPOF        , BE3,nr15863,S7 ,INJ ,095,Yes
RENAULT        , CLIO     , RXT 1.6 16V        ,07, BBOHOF        , BE5,nr15864,S7 ,INJ ,110,Yes
RENAULT        , CLIO     , RXT 1.6 16V        ,07, CBOHOF        , BE3,nr15865,S7 ,INJ ,110,Yes
RENAULT        , CLIO     , RXT 1.9DTI         ,05, BBOVOF        , BE5,nr15866,S7 ,DITU,080,Yes
RENAULT        , CLIO     , RXT 1.9DTI         ,05, CBOVOF        , BE3,nr15867,S7 ,DITU,080,Yes
RENAULT        , ESPACE   , THE RACE 2.2DCI    ,08, JE0K05        , BK5,nr15868,S7 ,DITU,130,Yes
RENAULT        , ESPACE   , THE RACE 2.2DCI    ,07, JE0S05        , BK5,nr15869,S7 ,DITU,115,Yes
RENAULT        , ESPACE   , THE RACE V6 BA     ,13, JEOG02        , BK5,nr15870,S7 ,INJ ,194,Yes
RENAULT        , ESPACE   , THE RACE2.0 16V    ,09, JEOL05        , BK5,nr15871,S7 ,INJ ,140,Yes
RENAULT        , ESPACE   , THE RACE2.0 16V BA ,09, JEOL02        , BK5,nr15872,S7 ,INJ ,140,Yes
RENAULT        , GRAND ESP,ATHE RACE 2.0 16V   ,09, JEOLL5        , BK5,nr15873,S7 ,INJ ,140,Yes
RENAULT        , GRAND ESP,ATHE RACE 2.2DCI    ,08, JE0KL5        , BK5,nr15874,S7 ,DITU,130,Yes
RENAULT        , GRAND ESP,ATHE RACE 2.2DCI    ,07, JE0SL5        , BK5,nr15875,S7 ,DITU,115,Yes
RENAULT        , GRAND ESP,ATHE RACE V6 BA     ,13, JEOGL2        , BK5,nr15876,S7 ,INJ ,194,Yes
RENAULT        , LAGUNA II, AUTHENTIQUE 1.6 16V,07, BG0A05        , BE5,nr15877,S7 ,INJ ,110,Yes
RENAULT        , LAGUNA II, AUTHENTIQUE 1.9DCI ,06, BG0R06        , BE5,nr15878,S7 ,DITU,110,Yes
RENAULT        , LAGUNA II, DYNAMIQUE 1.8 16V  ,07, BGOC05        , BE5,nr15879,S7 ,INJ ,117,Yes
RENAULT        , LAGUNA II, DYNAMIQUE 1.9DCI   ,07, BG0G06        , BE5,nr15880,S7 ,DITU,120,Yes
RENAULT        , LAGUNA II, DYNAMIQUE V6 24V BA,14, BG0D0B        , BE5,nr15881,S7 ,INJ ,210,Yes
RENAULT        , LAGUNA II, EXPRESSION 1.6 16V ,07, BG0A05        , BE5,nr15882,S7 ,INJ ,110,Yes
RENAULT        , LAGUNA II, EXPRESSION 1.8 16V ,07, BGOC05        , BE5,nr15883,S7 ,INJ ,117,Yes
RENAULT        , LAGUNA II, EXPRESSION 1.9DCI  ,06, BG0R06        , BE5,nr15884,S7 ,DITU,110,Yes
RENAULT        , LAGUNA II, INITIALE 1.8 16V   ,07, BGOC05        , BE5,nr15885,S7 ,INJ ,117,Yes
RENAULT        , LAGUNA II, INITIALE 1.9DCI    ,07, BG0G06        , BE5,nr15886,S7 ,DITU,120,Yes
RENAULT        , LAGUNA II, INITIALE V6 24V BA ,14, BG0D0B        , BE5,nr15887,S7 ,INJ ,210,Yes
RENAULT        , LAGUNA II, PRIVILEGE 1.8 16V  ,07, BGOC05        , BE5,nr15888,S7 ,INJ ,117,Yes
RENAULT        , LAGUNA II, PRIVILEGE 1.9DCI   ,07, BG0G06        , BE5,nr15889,S7 ,DITU,120,Yes
RENAULT        , LAGUNA II, PRIVILEGE V6 24V BA,14, BG0D0B        , BE5,nr15890,S7 ,INJ ,210,Yes
RENAULT        , LAGUNAEST,AAUTHENTIQUE 1.6 16V,07, KG0A05        , BK5,nr15891,S7 ,INJ ,110,Yes
RENAULT        , LAGUNAEST,AAUTHENTIQUE 1.9DCI ,06, KG0R06        , BK5,nr15892,S7 ,DITU,110,Yes
RENAULT        , LAGUNAEST,ADYNAMIQUE 1.8 16V  ,07, KGOC05        , BK5,nr15893,S7 ,INJ ,117,Yes
RENAULT        , LAGUNAEST,ADYNAMIQUE 1.9DCI   ,07, KG0G06        , BK5,nr15894,S7 ,DITU,120,Yes
RENAULT        , LAGUNAEST,ADYNAMIQUE V6 24V BA,14, KG0D0B        , BK5,nr15895,S7 ,INJ ,210,Yes
RENAULT        , LAGUNAEST,AEXPRESSION 1.6 16V ,07, KG0A05        , BK5,nr15896,S7 ,INJ ,110,Yes
RENAULT        , LAGUNAEST,AEXPRESSION 1.8 16V ,07, KGOC05        , BK5,nr15897,S7 ,INJ ,117,Yes
RENAULT        , LAGUNAEST,AEXPRESSION 1.9DCI  ,06, KG0R06        , BK5,nr15898,S7 ,DITU,110,Yes
RENAULT        , LAGUNAEST,AINITIALE 1.8 16V   ,07, KGOC05        , BK5,nr15899,S7 ,INJ ,117,Yes
RENAULT        , LAGUNAEST,AINITIALE 1.9DCI    ,07, KG0G06        , BK5,nr15900,S7 ,DITU,120,Yes
RENAULT        , LAGUNAEST,AINITIALE V6 24V BA ,14, KG0D0B        , BK5,nr15901,S7 ,INJ ,210,Yes
RENAULT        , LAGUNAEST,APRIVILEGE 1.8 16V  ,07, KGOC05        , BK5,nr15902,S7 ,INJ ,117,Yes
RENAULT        , LAGUNAEST,APRIVILEGE 1.9DCI   ,07, KG0G06        , BK5,nr15903,S7 ,DITU,120,Yes
RENAULT        , LAGUNAEST,APRIVILEGE V6 24V BA,14, KG0D0B        , BK5,nr15904,S7 ,INJ ,210,Yes
RENAULT        , MEGANE   , AUTHENTIQUE  1.9D  ,05, LAOR05        , BE4,nr15905,S7 ,DIES,065,Yes
RENAULT        , MEGANE   , AUTHENTIQUE 1.4 16V,06, KAODO5        , BK5,nr15906,S7 ,INJ ,095,Yes
RENAULT        , MEGANE   , AUTHENTIQUE 1.4 16V,06, LAODO5        , BE4,nr15907,S7 ,INJ ,095,Yes
RENAULT        , MEGANE   , AUTHENTIQUE 1.9D   ,05, BAOR05        , BE5,nr15908,S7 ,DIES,065,Yes
RENAULT        , MEGANE   , AUTHENTIQUE 1.9D   ,05, KAOR05        , BK5,nr15909,S7 ,DITU,065,Yes
RENAULT        , MEGANE   , AUTHENTIQUE 1.9DCI ,06, KAO505        , BK5,nr15910,S7 ,DITU,105,Yes
RENAULT        , MEGANE   , DYNAMIQUE 1.4 16V  ,06, DA0D05        , CPE,nr15911,S7 ,INJ ,095,Yes
RENAULT        , MEGANE   , DYNAMIQUE 1.4 16V  ,06, EA0D05        , CAB,nr15912,S7 ,INJ ,095,Yes
RENAULT        , MEGANE   , DYNAMIQUE 1.6 16V  ,07, DA0B05        , CPE,nr15913,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , DYNAMIQUE 1.6 16V  ,07, EA0B02        , CAB,nr15914,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , DYNAMIQUE 1.6 16V  ,07, EA0B05        , CAB,nr15915,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , DYNAMIQUE 1.6 16V B,07,ADA0B02        , CPE,nr15916,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , DYNAMIQUE 1.9 DCI  ,06, DA0505        , CPE,nr15917,S7 ,DITU,105,Yes
RENAULT        , MEGANE   , EXPRESSION 1.4 16V ,06, DA0D05        , CPE,nr15918,S7 ,INJ ,095,Yes
RENAULT        , MEGANE   , EXPRESSION 1.4 16V ,06, EA0D05        , CAB,nr15919,S7 ,INJ ,095,Yes
RENAULT        , MEGANE   , EXPRESSION 1.4 16V ,06, KAODO5        , BK5,nr15920,S7 ,INJ ,095,Yes
RENAULT        , MEGANE   , EXPRESSION 1.4 16V ,06, LAODO5        , BE4,nr15921,S7 ,INJ ,095,Yes
RENAULT        , MEGANE   , EXPRESSION 1.6 1.6V,07, BAOB02        , BE5,nr15922,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , EXPRESSION 1.6 1.6V,07, BAOB05        , BE5,nr15923,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , EXPRESSION 1.6 1.6V,07, LAOB02        , BE4,nr15924,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , EXPRESSION 1.6 1.6V,07, LAOB05        , BE4,nr15925,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , EXPRESSION 1.6 16V ,07, DA0B05        , CPE,nr15926,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , EXPRESSION 1.6 16V ,07, KAOBO5        , BK5,nr15927,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , EXPRESSION 1.8 1.6V,07, BA1A05        , BE5,nr15928,S7 ,INJ ,118,Yes
RENAULT        , MEGANE   , EXPRESSION 1.8 16V ,07, KA1AO5        , BK5,nr15929,S7 ,INJ ,118,Yes
RENAULT        , MEGANE   , EXPRESSION 1.9D    ,05, BAOR05        , BE5,nr15930,S7 ,DIES,065,Yes
RENAULT        , MEGANE   , EXPRESSION 1.9D    ,05, KAOR05        , BK5,nr15931,S7 ,DITU,065,Yes
RENAULT        , MEGANE   , EXPRESSION 1.9D    ,05, LAOR05        , BE4,nr15932,S7 ,DIES,065,Yes
RENAULT        , MEGANE   , EXPRESSION 1.9DCI  ,06, KAO505        , BK5,nr15933,S7 ,DITU,105,Yes
RENAULT        , MEGANE   , EXPRESSION 1.9DCI  ,06, LAO505        , BE4,nr15934,S7 ,DITU,105,Yes
RENAULT        , MEGANE   , EXPRESSION 1.9DTI B,06,ALAON02        , BE4,nr15935,S7 ,DITU,100,Yes
RENAULT        , MEGANE   , PRIVILEGE 1.6 1.6V ,07, BAOB02        , BE5,nr15936,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , PRIVILEGE 1.6 1.6V ,07, BAOB05        , BE5,nr15937,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , PRIVILEGE 1.6 1.6V ,07, LAOB02        , BE4,nr15938,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , PRIVILEGE 1.6 1.6V ,07, LAOB05        , BE4,nr15939,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , PRIVILEGE 1.6 16V  ,07, DA0B05        , CPE,nr15940,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , PRIVILEGE 1.6 16V  ,07, EA0B05        , CAB,nr15941,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , PRIVILEGE 1.6 16V B,07,ADA0B02        , CPE,nr15942,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , PRIVILEGE 1.6 16V B,07,AEA0B02        , CAB,nr15943,S7 ,INJ ,110,Yes
RENAULT        , MEGANE   , PRIVILEGE 1.8 1.6V ,07, BA1A05        , BE5,nr15944,S7 ,INJ ,118,Yes
RENAULT        , MEGANE   , PRIVILEGE 1.9 DCI  ,06, DA0505        , CPE,nr15945,S7 ,DITU,105,Yes
RENAULT        , MEGANE   , PRIVILEGE 1.9DCI   ,06, LAO505        , BE4,nr15946,S7 ,DITU,105,Yes
RENAULT        , MEGANE   , PRIVILEGE 1.9DTI BA,06, LAON02        , BE4,nr15947,S7 ,DITU,100,Yes
RENAULT        , MEGANE   , PRIVILEGE 2.0 IDE  ,09, DA0P05        , CPE,nr15948,S7 ,INJ ,140,Yes
RENAULT        , MEGANE   , PRIVILEGE 2.0 IDE  ,09, EA0P05        , CAB,nr15949,S7 ,INJ ,140,Yes
RENAULT        , TWINGO   , AUTHENTIQUE  1.2   ,04, C068A5        , BE3,nr15950,S7 ,INJ ,060,Yes
RENAULT        , TWINGO   , CINETIC 1.2        ,04, C068A5        , BE3,nr15951,S7 ,INJ ,060,Yes
RENAULT        , TWINGO   , CINETIC 1.2 16V    ,05, C06C05        , BE3,nr15952,S7 ,INJ ,075,Yes
RENAULT        , TWINGO   , CINETIC 1.2 QUICKSH,04,IC06TAH        , BE3,nr15953,S7 ,INJ ,060,Yes
RENAULT        , TWINGO   , EXPRESSION 1.2     ,04, C068A5        , BE3,nr15954,S7 ,INJ ,060,Yes
RENAULT        , TWINGO   , EXPRESSION 1.2 16V ,05, C06C05        , BE3,nr15955,S7 ,INJ ,075,Yes
RENAULT        , TWINGO   , EXPRESSION 1.2 QUIC,04,KC06TAH        , BE3,nr15956,S7 ,INJ ,060,Yes
RENAULT        , TWINGO   , INITIALE 1.2 16V   ,05, C06C05        , BE3,nr15957,S7 ,INJ ,075,Yes
RENAULT        , TWINGO   , PRIVILEGE 1.2 16V  ,05, C06C05        , BE3,nr15958,S7 ,INJ ,075,Yes
SEAT           , AROSA    , 1.0 SELECT         ,04,               , BE3,nr15959,S7 ,INJ ,050,Yes
SEAT           , AROSA    , 1.0 STELLA         ,04,               , BE3,nr15960,S7 ,INJ ,050,Yes
SEAT           , AROSA    , 1.4 16V SPORT      ,06,               , BE3,nr15961,S7 ,INJ ,100,Yes
SEAT           , AROSA    , 1.4 STELLA         ,04,               , BE3,nr15962,S7 ,INJ ,060,Yes
SEAT           , AROSA    , 1.4 STELLA BA      ,05,               , BE3,nr15963,S7 ,INJ ,060,Yes
SEAT           , AROSA    , 1.4 TDI STELLA     ,04,               , BE3,nr15964,S7 ,DITU,075,Yes
SEAT           , AROSA    , 1.7 SDI SELECT     ,04,               , BE3,nr15965,S7 ,DIES,060,Yes
SEAT           , AROSA    , 1.7 SDI STELLA     ,04,               , BE3,nr15966,S7 ,DIES,060,Yes
SEAT           , CORDOBA  , 1.4I 16V SIGNO PLUS,05,               , BE4,nr15967,S7 ,INJ ,075,Yes
SEAT           , CORDOBA  , 1.4I 16V SIGNO PLUS,05,               , BK5,nr15968,S7 ,INJ ,075,Yes
SEAT           , CORDOBA  , 1.4I 16V STELLA PLU,05,S              , BE4,nr15969,S7 ,INJ ,075,Yes
SEAT           , CORDOBA  , 1.4I 16V STELLA PLU,05,S              , BK5,nr15970,S7 ,INJ ,075,Yes
SEAT           , CORDOBA  , 1.4I SIGNO PLUS    ,05,               , BE4,nr15971,S7 ,INJ ,060,Yes
SEAT           , CORDOBA  , 1.4I STELLA PLUS   ,05,               , BE4,nr15972,S7 ,INJ ,060,Yes
SEAT           , CORDOBA  , 1.6I SPORT PLUS    ,07,               , BE4,nr15973,S7 ,INJ ,100,Yes
SEAT           , CORDOBA  , 1.6I SPORT PLUS    ,07,               , CPE,nr15974,S7 ,INJ ,100,Yes
SEAT           , CORDOBA  , 1.9 SDI SIGNO PLUS ,04,               , BE4,nr15975,S7 ,DIES,068,Yes
SEAT           , CORDOBA  , 1.9 SDI SIGNO PLUS ,05,               , BK5,nr15976,S7 ,DIES,068,Yes
SEAT           , CORDOBA  , 1.9 SDI STELLA PLUS,04,               , BE4,nr15977,S7 ,DIES,068,Yes
SEAT           , CORDOBA  , 1.9 SDI STELLA PLUS,05,               , BK5,nr15978,S7 ,DIES,068,Yes
SEAT           , CORDOBA  , 1.9 TDI SIGNO PLUS ,05,               , BE4,nr15979,S7 ,DITU,090,Yes
SEAT           , CORDOBA  , 1.9 TDI SIGNO PLUS ,06,               , BE4,nr15980,S7 ,DITU,110,Yes
SEAT           , CORDOBA  , 1.9 TDI SIGNO PLUS ,05,               , BK5,nr15981,S7 ,DITU,090,Yes
SEAT           , CORDOBA  , 1.9 TDI SIGNO PLUS ,06,               , BK5,nr15982,S7 ,DITU,110,Yes
SEAT           , CORDOBA  , 1.9 TDI SPORT PLUS ,05,               , BE4,nr15983,S7 ,DITU,090,Yes
SEAT           , CORDOBA  , 1.9 TDI SPORT PLUS ,06,               , BE4,nr15984,S7 ,DITU,110,Yes
SEAT           , CORDOBA  , 1.9 TDI SPORT PLUS ,05,               , BK5,nr15985,S7 ,DITU,090,Yes
SEAT           , CORDOBA  , 1.9 TDI SPORT PLUS ,06,               , BK5,nr15986,S7 ,DITU,110,Yes
SEAT           , CORDOBA  , 1.9 TDI SPORT PLUS ,05,               , CPE,nr15987,S7 ,DITU,090,Yes
SEAT           , CORDOBA  , 1.9 TDI SPORT PLUS ,06,               , CPE,nr15988,S7 ,DITU,110,Yes
SEAT           , CORDOBA  , 1.9 TDI STELLA PLUS,05,               , BE4,nr15989,S7 ,DITU,090,Yes
SEAT           , CORDOBA  , 1.9 TDI STELLA PLUS,05,               , BK5,nr15990,S7 ,DITU,090,Yes
SEAT           , CORDOBA  , VAR 1.4I SIGNO PLUS,05,               , BK5,nr15991,S7 ,INJ ,060,Yes
SEAT           , CORDOBA  , VAR 1.4I STELLA PLU,05,S              , BK5,nr15992,S7 ,INJ ,060,Yes
SEAT           , CORDOBA  , VARIO 1.6I SPORT PL,07,U              , BK5,nr15993,S7 ,INJ ,100,Yes
SEAT           , IBIZA    , 1.4I 16V SIGNO PLUS,05,               , BE3,nr15994,S7 ,INJ ,075,Yes
SEAT           , IBIZA    , 1.4I 16V SIGNO PLUS,05,               , BE5,nr15995,S7 ,INJ ,075,Yes
SEAT           , IBIZA    , 1.4I 16V STELLA PLU,05,S              , BE3,nr15996,S7 ,INJ ,075,Yes
SEAT           , IBIZA    , 1.4I 16V STELLA PLU,05,S              , BE5,nr15997,S7 ,INJ ,075,Yes
SEAT           , IBIZA    , 1.4I SELECT PLUS   ,05,               , BE3,nr15998,S7 ,INJ ,060,Yes
SEAT           , IBIZA    , 1.4I SELECT PLUS   ,05,               , BE5,nr15999,S7 ,INJ ,060,Yes
SEAT           , IBIZA    , 1.4I SIGNO PLUS    ,05,               , BE3,nr16000,S7 ,INJ ,060,Yes
SEAT           , IBIZA    , 1.4I SIGNO PLUS    ,05,               , BE5,nr16001,S7 ,INJ ,060,Yes
SEAT           , IBIZA    , 1.4I STELLA PLUS   ,05,               , BE3,nr16002,S7 ,INJ ,060,Yes
SEAT           , IBIZA    , 1.4I STELLA PLUS   ,05,               , BE5,nr16003,S7 ,INJ ,060,Yes
SEAT           , IBIZA    , 1.6I SPORT PLUS    ,07,               , BE3,nr16004,S7 ,INJ ,100,Yes
SEAT           , IBIZA    , 1.8I20V T SPORT PLU,10,S              , BE3,nr16005,S7 ,INTU,156,Yes
SEAT           , IBIZA    , 1.9 SDI SELECT PLUS,04,               , BE3,nr16006,S7 ,DIES,068,Yes
