DEBUTVALID;CODE_TIPS;NOM_COURT;TARIF;NAT_PREST;Famille
03/04/2004;1322208;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V19 EN 10 CM DE LARGE, 1 M LONG;3,26;MAC;
03/04/2004;1322237;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V25 EN 12CM DE LARGE, 1M LONG;6,46;MAC;
03/04/2004;1322355;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V25 EN 8CM DE LARGE, 1M LONG;4,3;MAC;
03/04/2004;1322384;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V20 EN 10 CM DE LARGE, 5 M LONG;15,35;MAC;
01/10/2014;1322792;PANSEMENTS HYDROCOLLOIDES, >OU= 25CM2 ET < 50 CM2, BOITE DE 5;3,88;PAN;
02/01/2012;1322869;SET DE BASE POUR PLAIE CHRONIQUE, PEAU FRAGILE/ALTEREE, > 150 CM2, 5 SOINS;7,03;PAN;
01/10/2014;1323805;PANSEMENTS HYDROCOLLOIDES, >OU= 120 CM2 ET < 156 CM2, BOITE DE 10;30,91;PAN;
21/01/2013;1324213;SYSTEME COMPRESSION VEINEUSE, URGO, URGOK2 LATEX FREE 25-32CM, LG 10CM;20,59;MAC;
03/04/2004;1324510;BANDE DE CONTENTION THORACIQUE OU ABDOMINALE : V26 EN 25 CM DE LARGE, 2,5M LONG;20;MAC;
21/01/2013;1324791;SYSTEME COMPRESSION VEINEUSE, URGO, URGOK2 LATEX FREE 18-25CM,LG 10CM;17,78;MAC;
03/04/2004;1324957;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V19 EN 7 OU 8 CM DE LARGE, 3 M LONG;8,01;MAC;
01/10/2014;1325299;PANSEMENT EN FIBRES DE CMC, >OU= 50 CM2 ET < 63 CM2, BOITE DE 10;13,42;PAN;
03/04/2004;1325460;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V25 EN 10CM DE LARGE, 4M LONG;21,6;MAC;
01/10/2014;1325508;PANSEMENTS INTERFACE CMC, 120 CM2, HARTMANN, HYDROTUL, B/10.;29,6;PAN;
01/03/2012;1325589;SET POUR PLAIE POST-OPERATOIRE, SUTUREE NON INFECTEE, < 5 CM, 3 SOINS;7,9;PAN;
03/04/2004;1325891;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V19 EN 7 OU 8 CM DE LARGE, 3,5 M LONG;9,35;MAC;
02/01/2012;1326057;SET DE DETERSION POUR PLAIE CHRONIQUE, PEAU FRAGILE/ALTEREE, > 150 CM2, 5 SOINS.;7,03;PAN;
11/08/2015;1326502;PANSEMENTS HYDROCELLULAIRES, 300 CM2, URGO, URGOSTART BORDER, B/10;114,93;PAN;
01/09/2010;1326637;SPARADRAP ELASTIQUE EN LONGUEUR, > OU = 2000CM2 & < 2500CM2;3,07;PAN;
15/10/2015;1326761;COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 56CM2 &< 100CM2, 10 SACHETS X 2;1,96;PAN;
01/10/2014;1326821;PANSEMENT ARGENT, >OU= 120 CM2 ET < 156 CM2, URGO, URGOCELL AG, B/16;51,83;PAN;
01/10/2014;1327039;PANSEMENT EN FIBRES DE CMC, >OU= 200 CM2 ET < 225 CM2, BOITE DE 16;78,63;PAN;
11/08/2015;1327186;PANSEMENTS HYDROCELLULAIRES, 64 CM2, URGO, URGOSTART BORDER, B/16;39,98;PAN;
03/04/2004;1327217;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V25 EN 8CM DE LARGE, 5M LONG;21,5;MAC;
01/09/2010;1327306;BANDES EXTENSIBLES TISSEES OU TRICOTEES, 2 M A L'ETIRAGE ET LARGEUR 0,07 M;0,33;PAN;
01/10/2014;1327370;PANSEMENTS HYDROCELLULAIRES, >OU= 300 CM2 ET < 400 CM2, BOITE DE 10;73,59;PAN;
03/04/2004;1327826;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V20 EN 8 CM DE LARGE, 1,5 M LONG;3,83;MAC;
01/04/2013;1328085;PANSEMENTS HYDROCELLULAIRES, >OU= 25CM2 ET < 50CM2, FORME CAVITE, BOITE DE 10;7,62;PAN;
01/10/2014;1328180;PANSEMENT ARGENT, >OU= 300 CM2 ET < 400 CM2, URGO, URGOTUL AG LITE, B/16;126,97;PAN;
08/09/2003;1328613;BANDE EN MOUSSE POUR CAPITONNAGE, TOUT MODELE;3,99;MAC;
03/04/2004;1329268;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V20 EN 8 CM DE LARGE, 3 M LONG;7,65;MAC;
01/09/2010;1329618;FILMS ADHESIFS SEMI-PERMEABLES STERILES, > OU = 150CM2, BOITE DE 5;7,08;PAN;
01/10/2014;1329682;PANSEMENTS INTERFACE, >OU=300 CM2 & <400 CM2, URGO, URGOTUL, BOITE DE 10;77,85;PAN;
03/04/2004;1330231;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V19 EN 10 CM DE LARGE, 1,5 M LONG;4,89;MAC;
01/09/2010;1330260;SPARADRAP ELASTIQUE EN TOUS SENS, > OU = 2500CM2;4,36;PAN;
19/08/2008;1330277;SYSTEME MULTICOUCHE COMPRESSIF, SMITH&N, PROFORE, 18-25 CM;20,8;MAC;
01/04/2013;1330478;COMPRESSES STERILES, COTON, BORDS ADHESIFS, > OU = 70CM2 & <140CM2, BOITE DE 10;3,45;PAN;
01/09/2010;1330633;BANDES DE CREPE EN COTON, 4 M A L'ETIRAGE ET LARGEUR 5 CM;0,86;PAN;
15/10/2015;1330751;COMPRESSES NON TISSEES STERILES, > OU= 56CM2 & < 100CM2, BOITE DE 50 SACHETS X 2;6,75;PAN;
01/10/2014;1330840;PANSEMENT D'ALGINATE DE CALCIUM PUR, BROTHIER, ALGOSTERIL, < 100CM2;1,46;PAN;
01/10/2014;1331383;PANSEMENTS HYDROCOLLOIDES, >OU= 460 CM2, BOITE DE 10;112,36;PAN;
01/10/2014;1331526;PANSEMENTS INTERFACE CMC, 300 CM2, COLOPLAST, PHYSIOTULLE, B/10;70,96;PAN;
08/10/2013;1331667;PANSEMENT EN FIBRES, POLYACRYLATE, URGO, URGOCLEAN, 200 CM2, B/16;83,43;PAN;
03/04/2004;1331733;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V24 EN 10CM DE LARGE, 3,5M LONG;19,78;MAC;
15/10/2015;1331911;COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 100CM2, 50 SACHETS X 2;10,19;PAN;
03/04/2004;1331934;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V24 EN 8CM DE LARGE, 3M LONG;13,53;MAC;
03/04/2004;1332307;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V20 EN 10 CM DE LARGE, 1 M LONG;3,07;MAC;
01/09/2010;1332313;BANDES EXTENSIBLES TISSEES OU TRICOTEES, 4 M A L'ETIRAGE ET LARGEUR 0,10 M;0,8;PAN;
03/04/2004;1332508;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V21 EN 10 CM DE LARGE, 3 M LONG;12,15;MAC;
01/01/2011;1332900;COMPRESSES STERILES, COTON, > OU = 70CM2 & < 140CM2, BOITE DE 10;1,94;PAN;
01/09/2010;1332922;BANDES EXTENSIBLES TISSEES OU TRICOTEES, 3 M A L'ETIRAGE ET LARGEUR 0,15 M;0,95;PAN;
01/09/2010;1333028;BANDES EXTENSIBLES TISSEES OU TRICOTEES, 3 M A L'ETIRAGE ET LARGEUR 0,07 M;0,48;PAN;
01/09/2010;1333258;BANDES DE CREPE EN COTON, 4 M X 15 CM;2,09;PAN;
02/01/2012;1333324;SET DE DETERSION POUR PLAIE CHRONIQUE, PEAU SAINE, <OU= 150 CM2, 5 SOINS;7,46;PAN;
04/03/2013;1333436;PANSEMENT CHARBON ACTIF, 200 CM2, BRAUN, ASKINA CARBOSORB B/12.;56,22;PAN;
01/10/2014;1333695;PANSEMENT EN FIBRES DE CMC, >OU= 63 CM2 ET < 100 CM2, BOITE DE 10;16,67;PAN;
08/10/2013;1333732;PANSEMENT EN FIBRES, POLYACRYLATE, URGO, URGOCLEAN, 156 CM2, B/16;65,33;PAN;
01/09/2010;1334217;FILMS ADHESIFS SEMI-PERMEABLES STERILES, > OU = 40CM2 & < 120CM2, BOITE DE 20;8,02;PAN;
01/10/2014;1334252;PANSEMENTS INTERFACE CMC, 300 CM?, HARTMANN, HYDROTUL, B/10;70,96;PAN;
01/10/2014;1334401;PANSEMENT ARGENT, >OU= 120 CM2 ET < 156 CM2, URGO, URGOTUL AG LITE BORDER, B/10;32,88;PAN;
03/04/2004;1334482;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V22 EN 10 CM DE LARGE, 1,5 M LONG;5,84;MAC;
01/04/2013;1334619;PANSEMENT ADHESIF STERILE, COMPRESSE ABSORBANTE,>OU =135CM2 & <180CM2,BOITE DE 5;6,11;PAN;
01/04/2013;1334690;PANSEMENTS HYDROGEL, TUBE OU SACHET, >OU= 5 G OU ML ET <10 G OU ML, BOITE DE 5;12,05;PAN;
01/10/2014;1334737;PANSEMENT D'ALGINATE, >OU= 120 CM2 ET < 156 CM2, BOITE DE 16;48,37;PAN;
01/09/2010;1334789;BANDES EXTENSIBLES TISSEES OU TRICOTEES, 3 M A L'ETIRAGE ET LARGEUR 0,20 M;1,25;PAN;
01/10/2014;1335004;PANSEMENTS HYDROCOLLOIDES, >OU= 100CM2 ET < 120 CM2, BOITE DE 10;25,91;PAN;
04/03/2013;1335040;PANSEMENT A BASE D'ACIDE HYALURONIQUE, FIDIA, EFFIDIA, B/10.;24;PAN;
01/04/2013;1335062;PANSEMENT A BASE D'ACIDE HYALURONIQUE, GENEVRIER, IALUSET, FLACON PRES. 100G;10,52;PAN;
21/01/2013;1335323;SYSTEME COMPRESSION VEINEUSE, URGO, URGOK2 18-25 CM, LG 10CM;17,78;MAC;
01/09/2010;1336340;BANDES DE CREPE EN COTON, 4 M A L'ETIRAGE ET LARGEUR 15 CM;1,98;PAN;
15/10/2015;1336618;COMPRESSES NON TISSEES STERILES, > OU= 56CM2 & < 100CM2, BOITE DE 10 SACHETS X 5;3,67;PAN;
01/10/2014;1338132;PANSEMENT EN FIBRES DE CMC, >OU= 300 CM2 ET < 400 CM2, BOITE DE 10;73,59;PAN;
15/10/2015;1338385;COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU =100CM2, 10 SACHETS X 2;2,5;PAN;
01/09/2010;1338570;BANDES EXTENSIBLES TISSEES OU TRICOTEES, 4 M A L'ETIRAGE ET LARGEUR 0,25 M;2,14;PAN;
02/05/2013;1338936;PANSEMENTS HYDROCELLULAIRES, 300 CM2, URGO, URGOSTART, B/16;203,96;PAN;
01/10/2014;1339090;PANSEMENTS HYDROCOLLOIDES, >OU= 225 CM2 ET < 300 CM2, BOITE DE 10;56,3;PAN;
04/03/2013;1339321;PANSEMENT CHARBON ACTIF, 110,25 CM2, SYSTAGENIX, ACTISORB, B/12;31,54;PAN;
01/10/2014;1339752;PANSEMENT ARGENT, >OU= 300 CM2 ET < 400 CM2, URGO, URGOCELL AG, B/16;126,97;PAN;
01/09/2010;1339982;BANDES DE CREPE EN COTON, 5 M A L'ETIRAGE ET LARGEUR 30 CM;4,52;PAN;
19/08/2008;1340152;SYSTEME MULTICOUCHE COMPRESSIF, SMITH&N, PROFORE, >30 CM;26,48;MAC;
03/04/2004;1340301;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V21 EN 10 CM DE LARGE, 1 M LONG;4,05;MAC;
01/04/2013;1340399;PANSEMENTS HYDROGEL, TUBE OU SACHET, >OU= 15G OU ML, BOITE DE 10;29,3;PAN;
15/10/2015;1340577;COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU  =56CM2 & <100CM2, 20 SACHETS X 5;7,45;PAN;
03/04/2004;1340873;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V22 EN 10 CM DE LARGE, 3 M LONG;11,67;MAC;
01/01/2011;1340904;COMPRESSES STERILES, COTON > OU = 140CM2, BOITE DE 10;2,92;PAN;
01/09/2010;1341246;SPARADRAP NON ELASTIQUE, > OU = 2500CM2 & < 3000CM2;2,03;PAN;
27/07/2015;1341252;PANSEMENTS INTERFACE, 156 CM2, URGO, URGOSTART INTERFACE, B/10.;60,17;PAN;
15/10/2015;1341298;COMPRESSES NON TISSEES STERILES, > OU = 100CM2, BOITE DE 10 SACHETS X 5;4,95;PAN;
03/04/2004;1341370;BANDE DE CONTENTION THORACIQUE OU ABDOMINALE : V26 EN 18 CM DE LARGE, 2,5M LONG;13,73;MAC;
15/10/2015;1341743;COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 100CM2, 20 SACHETS X 5;10,19;PAN;
01/10/2014;1342174;PANSEMENT D'ALGINATE, >OU= 200 CM2 ET < 225 CM2, BOITE DE 10;50,14;PAN;
01/04/2013;1342240;PANSEMENTS HYDROCELLULAIRES, >OU= 225CM2 ET < 300CM2, FORME TALON, COUDE, B/10;68,6;PAN;
27/07/2015;1342613;PANSEMENTS INTERFACE, 35 CM2, URGO, URGOSTART INTERFACE, B/10.;14,17;PAN;
01/09/2010;1342731;SPARADRAP ELASTIQUE EN LONGUEUR, > OU = 2500CM2;3,84;PAN;
01/10/2014;1342926;PANSEMENTS HYDROCOLLOIDES, >OU= 63CM2 ET < 100 CM2, BOITE DE 16;26,32;PAN;
27/07/2015;1343311;PANSEMENTS INTERFACE, 156 CM2, URGO, URGOSTART INTERFACE, B/16.;95,96;PAN;
01/10/2014;1343788;PANSEMENTS HYDROCOLLOIDES, >OU= 50CM2 ET < 63 CM2, BOITE DE 16;21,12;PAN;
03/04/2004;1344061;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V24 EN 12CM DE LARGE, 3,5M LONG;23,94;MAC;
01/10/2014;1344428;PANSEMENTS HYDROCELLULAIRES, >OU= 50 CM2 ET < 63 CM2, BOITE DE 10;13,42;PAN;
01/10/2014;1344434;PANSEMENTS INTERFACE, >OU= 300 CM2 ET < 400 CM2, URGO, URGOTUL DUO, BOITE DE 10;74,72;PAN;
03/04/2004;1344629;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V24 EN 8CM DE LARGE, 1,5M LONG;6,77;MAC;
01/10/2014;1344842;PANSEMENT EN FIBRES DE CMC, >OU= 100 CM2 ET < 120 CM2, BOITE DE 10;25,91;PAN;
01/10/2014;1344859;PANSEMENTS HYDROCOLLOIDES, >OU= 156 CM2 ET < 200 CM2, BOITE DE 16;62,55;PAN;
01/10/2014;1345037;PANSEMENT D'ALGINATE DE CALCIUM PUR, BROTHIER, ALGOSTERIL, >OU=100CM2 & <200CM2;3,93;PAN;
03/04/2004;1345362;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V25 EN 8CM DE LARGE, 4M LONG;17,2;MAC;
04/03/2013;1345557;PANSEMENT CHARBON ACTIF, 100 CM2, BRAUN, ASKINA CARBOSORB B/12.;28,62;PAN;
01/10/2014;1345830;PANSEMENT D'ALGINATE, >OU= 460 CM2, BOITE DE 10;112,36;PAN;
03/04/2004;1345971;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V19 EN 10 CM DE LARGE, 3 M LONG;9,78;MAC;
01/10/2014;1346002;PANSEMENTS INTERFACE, >OU= 120 CM2 ET < 156 CM2, URGO, URGOTUL, BOITE DE 10;31,13;PAN;
03/04/2004;1346143;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V23 EN 9 OU 10CM DE LARGE,3,5M LONG;23,35;MAC;
27/07/2015;1346315;PANSEMENTS INTERFACE, 300 CM2, URGO, URGOSTART INTERFACE, B/10.;114,93;PAN;
01/10/2014;1346597;PANSEMENT D'ALGINATE, >OU= 200 CM2 ET < 225 CM2, BOITE DE 16;78,63;PAN;
01/04/2013;1347310;PANSEMENT ADHESIF STERILE, COMPRESSE ABSORBANTE,>OU =40CM2 & <70CM2, BOITE DE 10;4,11;PAN;
01/09/2010;1347533;FILMS ADHESIFS SEMI-PERMEABLES STERILES, > OU = 20CM2 & < 40CM2, BOITE DE 5;1,62;PAN;
01/09/2010;1347800;FILMS ADHESIFS SEMI-PERMEABLES STERILES, > OU = 150CM2, BOITE DE 10;13,55;PAN;
01/10/2014;1347823;PANSEMENTS HYDROCELLULAIRES, >OU= 460 CM2, BOITE DE 10;112,36;PAN;
01/10/2014;1347830;PANSEMENT EN FIBRES DE CMC, >OU= 25 CM2 ET < 50 CM2, BOITE DE 10;7,17;PAN;
01/10/2014;1347875;PANSEMENTS HYDROCELLULAIRES, >OU= 225 CM2 ET < 300 CM2, BOITE DE 10;56,3;PAN;
27/07/2015;1348410;PANSEMENTS INTERFACE, 35 CM2, URGO, URGOSTART INTERFACE, B/16.;22,34;PAN;
01/04/2013;1348550;PANSEMENT A BASE D'ACIDE HYALURONIQUE, GENEVRIER, IALUSET, LES 10;26,66;PAN;
01/10/2014;1348998;PANSEMENTS VASELINES, > OU = 57CM2 & < 100CM2, BOITE DE 5;4,71;PAN;
01/09/2010;1349029;COMPRESSES NON TISSEES NON STERILES, > OU = 56CM2 & < 100CM2, BOITE DE 50;2,43;PAN;
21/01/2013;1349058;SYSTEME COMPRESSION VEINEUSE, URGO, URGOK2 18-25 CM, LG 8CM;16,25;MAC;
03/04/2004;1349147;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V25 EN 8CM DE LARGE, 3M LONG;12,9;MAC;
01/09/2010;1349176;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 5 CM X 0,6 CM;0,36;PAN;
03/04/2004;1349414;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V23 EN 9 OU 10CM DE LARGE,1,5M LONG;10,01;MAC;
02/01/2012;1349466;SET DE BASE POUR PLAIE CHRONIQUE, PEAU SAINE, <OU= 150 CM2, 5 SOINS;7,46;PAN;
27/07/2015;1349934;PANSEMENTS INTERFACE, 300 CM2, URGO, URGOSTART INTERFACE, B/16.;183,56;PAN;
01/10/2014;1350564;PANSEMENTS INTERFACE CMC, 100 CM2, COLOPLAST, PHYSIOTULLE, B/10;24,82;PAN;
01/10/2014;1350653;PANSEMENTS HYDROCELLULAIRES, >OU= 63 CM2 ET < 100 CM2, BOITE DE 10;16,67;PAN;
01/09/2010;1350682;SPARADRAP ELASTIQUE EN LONGUEUR, > OU = 1500CM2 & < 2000CM2;2,3;PAN;
01/09/2010;1350802;FILMS ADHESIFS SEMI-PERMEABLES STERILES, > OU = 40CM2 & < 120CM2, BOITE DE 10;4,31;PAN;
01/04/2013;1351109;PANSEMENTS HYDROGEL, TUBE OU SACHET, >OU= 15G OU ML, BOITE DE 5;14,95;PAN;
19/08/2008;1351173;SYSTEME MULTICOUCHE COMPRESSIF, SMITH&N, PROFORE, 25-30 CM;14,22;MAC;
15/10/2015;1351256;COMPRESSES NON TISSEES STERILES, > OU = 100CM2, BOITE DE 20 SACHETS X 5;9,31;PAN;
01/10/2014;1351374;PANSEMENTS HYDROCELLULAIRES, >OU= 25 CM2 ET < 50 CM2, BOITE DE 5;3,88;PAN;
04/03/2013;1351463;PANSEMENT A BASE D'ACIDE HYALURONIQUE, FIDIA, EFFIDIA, TUBE 25G.;2,67;PAN;
01/10/2014;1351871;PANSEMENT D'ALGINATE, >OU= 63 CM2 ET < 100 CM2, BOITE DE 16;26,32;PAN;
02/01/2012;1352132;SET DE BASE POUR PLAIE CHRONIQUE, PEAU FRAGILE/ALTEREE, <OU= 150 CM2, 5 SOINS;5,4;PAN;
01/09/2010;1352267;BANDES DE CREPE EN LAINE, 4 M A L'ETIRAGE ET LARGEUR 30 CM;4,89;PAN;
03/04/2004;1352712;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V20 EN 10 CM DE LARGE, 3 M LONG;9,21;MAC;
01/09/2010;1352988;SPARADRAP NON ELASTIQUE, > OU = 6000CM2 & < 10000CM2;4,86;PAN;
04/03/2013;1353485;PANSEMENT A BASE D'ACIDE HYALURONIQUE, FIDIA, EFFIDIA, TUBE 100G.;9,46;PAN;
15/10/2015;1353752;COMPRESSES NON TISSEES STERILES, > OU = 100CM2, BOITE DE 50 SACHETS X 2;9,31;PAN;
01/04/2013;1353864;PANSEMENTS HYDROCELLULAIRES, >OU= 300CM2 ET < 400 CM2, FORME CAVITE, B/10;91,47;PAN;
01/04/2013;1353870;PANSEMENTS HYDROCELLULAIRES, 200CM2, FORME TALON, COUDE, B/10;60,98;PAN;
01/10/2014;1354355;PANSEMENTS HYDROCELLULAIRES, >OU= 400 CM2 ET < 460 CM2, BOITE DE 10;97,82;PAN;
01/09/2010;1354591;SPARADRAP NON ELASTIQUE, > OU = 1250CM2 & < 1875CM2;1,02;PAN;
01/10/2014;1355165;PANSEMENT EN FIBRES DE CMC, >OU= 460 CM2, BOITE DE 10;112,36;PAN;
01/10/2014;1355604;PANSEMENTS INTERFACE, >OU=100 CM2 & <120 CM2, URGO, URGOTUL, BOITE DE 10;27,17;PAN;
15/10/2015;1355685;COMPRESSES NON TISSEES STERILES, > OU=56CM2 & < 100CM2, BOITE DE 10 SACHETS X 2;1,81;PAN;
03/04/2004;1355857;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V19 EN 10 CM DE LARGE, 2,5 M LONG;8,15;MAC;
01/09/2010;1356070;COMPRESSES DE GAZE HYDROPHILE, NON STERILES, > OU =56CM2 & <100CM2, BOITE DE 50;2,43;PAN;
01/01/2011;1356390;PANSEMENT/COMPRESSE STERILE, ABSORBANT, > OU = 100CM2 & < 200CM2, BOITE DE 10;5,22;PAN;
01/10/2014;1356408;PANSEMENTS VASELINES, > OU = 400CM2, BOITE DE 10;54,81;PAN;
01/09/2010;1356443;SPARADRAP NON ELASTIQUE, > OU = 1875CM2 & < 2285CM2;1,52;PAN;
11/08/2015;1357106;PANSEMENTS HYDROCELLULAIRES, 400 CM2, URGO, URGOSTART BORDER, B/10;152,96;PAN;
01/10/2014;1357833;PANSEMENT EN FIBRES DE CMC, >OU= 25 CM2 ET < 50 CM2, BOITE DE 5;3,88;PAN;
08/10/2013;1358063;PANSEMENT EN FIBRES, POLYACRYLATE, URGO, URGOCLEAN, 60 CM2, B/16;25,84;PAN;
01/10/2014;1358324;PANSEMENTS INTERFACE CMC, 25 CM2, HARTMANN, HYDROTUL, B/10;6,9;PAN;
03/04/2004;1358330;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V24 EN 10CM DE LARGE, 4M LONG;22,6;MAC;
15/10/2015;1358703;COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 100CM2, 25 SACHETS X 2;5,38;PAN;
01/04/2013;1360350;PANSEMENT A BASE D'ACIDE HYALURONIQUE, GENEVRIER, IALUSET, TUBE 100 G;10,52;PAN;
01/09/2010;1360953;PANSEMENT, FILET TUBULAIRE DE MAINTIEN, ROULEAU, > OU = 20M;7,45;PAN;
01/09/2010;1361154;BANDES EXTENSIBLES TISSEES OU TRICOTEES, 4 M A L'ETIRAGE ET LARGEUR 0,15 M;1,22;PAN;
01/01/2011;1361473;COMPRESSES STERILES, COTON, > OU = 35CM2 & < 70CM2, BOITE DE 10;1,44;PAN;
03/04/2004;1361480;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V25 EN 12CM DE LARGE, 1,5M LONG;9,69;MAC;
01/09/2010;1361728;BANDES EXTENSIBLES TISSEES OU TRICOTEES, 3 M A L'ETIRAGE ET LARGEUR 0,05 M;0,32;PAN;
08/10/2013;1361800;PANSEMENT EN FIBRES, POLYACRYLATE, URGO, URGOCLEAN, 300 CM2, B/10;78,08;PAN;
01/09/2010;1361898;GAZE HYDROPHILE, NON STERILE;2,42;PAN;
01/09/2010;1362142;COTON HYDROPHILE, NON STERILE, PAQUET DE 250 G;2,48;PAN;
01/10/2014;1362188;PANSEMENTS HYDROCOLLOIDES, >OU= 120 CM2 ET < 156 CM2, BOITE DE 16;48,37;PAN;
01/09/2010;1363035;BANDES EXTENSIBLES TISSEES OU TRICOTEES, 4 M A L'ETIRAGE ET LARGEUR 0,20 M;1,66;PAN;
01/01/2011;1364129;PANSEMENT/COMPRESSE STERILE, ABSORBANT, > OU = 500CM2, BOITE DE 10;22,3;PAN;
01/09/2010;1364520;FILMS ADHESIFS SEMI-PERMEABLES STERILES, > OU = 120CM2 & < 150CM2, BOITE DE  5;5,82;PAN;
03/04/2004;1365146;BANDE DE CONTENTION ELASTIQUE EN 1 SENS : V22 EN 8 CM DE LARGE, 5 M LONG;15,7;MAC;
01/04/2013;1365264;PANSEMENT ADHESIF STERILE,COMPRESSE ABSORBANTE,>OU =70CM2 & <135CM2, BOITE DE 10;6,48;PAN;
11/08/2015;1365270;PANSEMENTS HYDROCELLULAIRES, 169 CM2, URGO, URGOSTART BORDER, B/16;103,86;PAN;
01/10/2014;1365465;PANSEMENT D'ALGINATE DE CALCIUM PUR, BROTHIER, ALGOSTERIL, <100CM2, B/10;9,09;PAN;
01/10/2014;1365488;PANSEMENT EN FIBRES DE CMC, >OU= 100 CM2 ET < 120 CM2, BOITE DE 16;40,5;PAN;
01/09/2010;1365880;RONDELLES OCULAIRES STERILES NON TISSEES, BOITE DE 10;0,97;PAN;
01/10/2014;1366074;PANSEMENTS VASELINES, > OU = 25CM2 & < 57CM2, BOITE DE 5;2,49;PAN;
03/04/2004;1366105;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V24 EN 12CM DE LARGE, 1M LONG;6,84;MAC;
01/10/2014;1366128;PANSEMENT D'ALGINATE, >OU= 63 CM2 ET < 100 CM2, BOITE DE 10;16,67;PAN;
01/04/2014;1366921;CREME ACIDE HYALURONIQUE&SULFADIAZINE ARGENTIQUE, GENEVRIER, IALUSET+, TUBE 100G;6,97;PAN;
01/10/2014;1366980;PANSEMENTS HYDROCELLULAIRES, >OU= 100 CM2 ET < 120 CM2, BOITE DE 16;40,5;PAN;
03/04/2004;1366996;BANDE DE CONTENTION THORACIQUE OU ABDOMINALE : V26 EN 18 CM DE LARGE, 1M LONG;5,49;MAC;
01/09/2010;1367197;BANDES DE CREPE EN LAINE, 3 M A L'ETIRAGE ET LARGEUR 7 CM;1,07;PAN;
01/09/2010;1367560;PANSEMENT, FILET TUBULAIRE DE MAINTIEN, SLIP, TOUTES TAILLES;0,75;PAN;
01/09/2010;1367837;FILMS ADHESIFS SEMI-PERMEABLES STERILES, > OU = 20CM2 & < 40CM2, BOITE DE 10;2,63;PAN;
21/01/2013;1367961;SYSTEME COMPRESSION VEINEUSE, URGO, URGOK2 25-32 CM, LG 10CM;20,59;MAC;
01/04/2013;1368015;PANSEMENT ADHESIF STERILE, COMPRESSE ABSORBANTE, >OU =40CM2 & <70CM2, BOITE DE 5;2,36;PAN;
03/04/2004;1368587;BANDE DE CONTENTION ELASTIQUE EN TOUS SENS : V25 EN 10CM DE LARGE, 1,5M LONG;8,1;MAC;
16/11/2011;1368908;SET POUR PLAIE POST-OPERATOIRE,SUTUREE NON INFECTEE, >OU= 5 CM ET <10 CM,3 SOINS;9,44;PAN;
01/10/2014;1369078;PANSEMENTS VASELINES, > OU = 100CM2 & < 275CM2, BOITE DE 5;7,71;PAN;
01/10/2014;1369322;PANSEMENTS VASELINES, > OU = 57CM2 & < 100CM2, BOITE DE 10;8,85;PAN;
01/10/2014;1370124;PANSEMENT ARGENT, > OU = 156 CM2 ET < 200 CM2 URGO, URGOCELL AG BORDER, B/10;42,12;PAN;
01/09/2010;1370213;PANSEMENT, JERSEY TUBULAIRE DE MAINTIEN, POUR MEMBRES & TETE, ROULEAU, > OU =20M;6,36;PAN;
01/10/2014;1370220;PANSEMENTS HYDROCELLULAIRES, >OU= 120 CM2 ET < 156 CM2, BOITE DE 16;48,37;PAN;
