code régime;caisse gestionnaire;centre gestionnaire;libellé;régime;organisme destinataire;code centre informatique;adresse 1;adresse 2;commune;code postal;cédex;téléphone;fax
92;682;0512;LA MUTUELLE GENERALE HAUT RHIN;Mutuelle Générale - MG;682;071;25, rue du Logelbach;CS 80496;COLMAR;68020;CEDEX;0 800 455 455;03.89.80.35.01
92;512;0682;LA MUTUELLE GENERALE HAUT RHIN;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;512;0202;LA MUTUELLE GENERALE HAUTE CORSE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;202;0512;LA MUTUELLE GENERALE HAUTE CORSE;Mutuelle Générale - MG;202;071;Esplanade de la Gare Rond-Point du Général Leclerc;CS 80217;BASTIA;20293;CEDEX;0 800 455 455;04 95 32 03 00
92;512;0311;LA MUTUELLE GENERALE HAUTE GARONNE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;311;0512;LA MUTUELLE GENERALE HAUTE GARONNE;Mutuelle Générale - MG;311;071;50, rue des sept Troubadours;CS 49005;TOULOUSE;31049;CEDEX 9;0 800 455 455;05 34 41 51 00
92;512;0431;LA MUTUELLE GENERALE HAUTE LOIRE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;431;0512;LA MUTUELLE GENERALE HAUTE LOIRE;Mutuelle Générale - MG;431;071;41 boulevard St Louis;CS 90308;LE PUY EN VELAY;43009;CEDEX;0 800 455 455;04 71 09 47 82
92;521;0512;LA MUTUELLE GENERALE HAUTE MARNE;Mutuelle Générale - MG;521;071;72 rue victoire de la Marne;CS 22080;CHAUMONT;52903;CEDEX 09;0 800 455 455;03 25 32 02 31
92;512;0521;LA MUTUELLE GENERALE HAUTE MARNE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;701;0512;LA MUTUELLE GENERALE HAUTE SAONE;Mutuelle Générale - MG;701;071;41 rue du Breuil;CS 20377;VESOUL;70014;;0 800 455 455;03-84-75-26-32
92;512;0701;LA MUTUELLE GENERALE HAUTE SAONE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;741;0512;LA MUTUELLE GENERALE HAUTE SAVOIE;Mutuelle Générale - MG;741;071;83, rue du Val Vert;CS 90094 SEYNOD;ANNECY;74003;CEDEX;0 800 455 455;04 50 51 10 61
92;512;0741;LA MUTUELLE GENERALE HAUTE SAVOIE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;871;0512;LA MUTUELLE GENERALE HAUTE VIENNE;Mutuelle Générale - MG;871;071;44 rue Hoche;CS 83326;LIMOGES;87033;cedex 1;0 800 455 455;05.55.79.32.53
92;512;0871;LA MUTUELLE GENERALE HAUTE VIENNE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;512;0051;LA MUTUELLE GENERALE HAUTES ALPES;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;051;0512;LA MUTUELLE GENERALE HAUTES ALPES;Mutuelle Générale - MG;051;071;8 bd charles de gaulle;CS 96006;GAP;05010;CEDEX;0 800 455 455;04 92 51 86 36
92;651;0512;LA MUTUELLE GENERALE HAUTES PYRENEES;Mutuelle Générale - MG;651;071;11 place Marcadieu;CS 31516;TARBES;65015;CEDEX 9;0 800 455 455;05 62 44 35 79
92;512;0651;LA MUTUELLE GENERALE HAUTES PYRENEES;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;921;0512;LA MUTUELLE GENERALE HAUTS DE SEINE;Mutuelle Générale - MG;921;071;17 PLACE DE LA RESISTANCE;CS 80002;ISSY LES MOULINEAUX;92445;CEDEX;0 800 455 455;01 42 02 67 16
92;512;0921;LA MUTUELLE GENERALE HAUTS DE SEINE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;512;0342;LA MUTUELLE GENERALE HERAULT;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;342;0512;LA MUTUELLE GENERALE HERAULT;Mutuelle Générale - MG;342;071;48 rue St Guilhem;CS 90046;MONTPELLIER;34046;CEDEX 1;0 800 455 455;04 99 74 20 25
92;512;0351;LA MUTUELLE GENERALE ILLE ET VILAINE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;351;0512;LA MUTUELLE GENERALE ILLE ET VILAINE;Mutuelle Générale - MG;351;071;6, cour Raphaël BINET;CS 14324;RENNES;35043;CEDEX;0 800 455 455;02 99 85 92 07
92;512;0361;LA MUTUELLE GENERALE INDRE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;361;0512;LA MUTUELLE GENERALE INDRE;Mutuelle Générale - MG;361;071;22 rue de la gare;CS 20533;CHATEAUROUX;36018;CEDEX;0 800 455 455;02 54 07 59 85
92;512;0371;LA MUTUELLE GENERALE INDRE ET LOIRE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;371;0512;LA MUTUELLE GENERALE INDRE ET LOIRE;Mutuelle Générale - MG;371;071;31 boulevard Beranger;CS 84115;TOURS;37041;CEDEX 1;0 800 455 455;02 47 20 00 20
92;512;0381;LA MUTUELLE GENERALE ISERE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;381;0512;LA MUTUELLE GENERALE ISERE;Mutuelle Générale - MG;381;071;Eurennepolis Bâtiment II;4, place Robert Schuman CS 61550;GRENOBLE;38012;CEDEX 1;0 800 455 455;04 76 21 61 31
92;512;0391;LA MUTUELLE GENERALE JURA;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;391;0512;LA MUTUELLE GENERALE JURA;Mutuelle Générale - MG;391;071;2 avenue Thurel;CS 30600;LONS LE SAUNIER;39021;CEDEX;0 800 455 455;03 84 24 31 06
92;512;0401;LA MUTUELLE GENERALE LANDES;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;401;0512;LA MUTUELLE GENERALE LANDES;Mutuelle Générale - MG;401;071;217 bd Antoine Lacaze;CS 80345;MONT DE MARSAN;40019;CEDEX;0 800 455 455;05 58 46 04 12
92;512;0411;LA MUTUELLE GENERALE LOIR ET CHER;Mutuelle Générale - MG;512;071;;TSA 10001;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;411;0512;LA MUTUELLE GENERALE LOIR ET CHER;Mutuelle Générale - MG;411;071;4, Place Louis XII;CS 11814;BLOIS;41018;CEDEX;0 800 455 455;02 54 27 78 79
92;512;0422;LA MUTUELLE GENERALE LOIRE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;422;0512;LA MUTUELLE GENERALE LOIRE;Mutuelle Générale - MG;422;071;5 rue de la résistance;CS  80292;SAINT ETIENNE;42016;CEDEX 1;0 800 455 455;04 77 47 41 40
92;512;0441;LA MUTUELLE GENERALE LOIRE ATLANTIQUE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;441;0512;LA MUTUELLE GENERALE LOIRE ATLANTIQUE;Mutuelle Générale - MG;441;071;2 rue de la paix;BP 10501;NANTES;44005;CEDEX 1;0 800 455 455;02 40 69 13 38
92;512;0451;LA MUTUELLE GENERALE LOIRET;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;451;0512;LA MUTUELLE GENERALE LOIRET;Mutuelle Générale - MG;451;071;11 bis avenue Jean Zay;CS 63107;ORLEANS;45031;CEDEX 1;0 800 455 455;02 38 24 01 99
92;541;0512;La Mutuelle Generale LONGWY;Mutuelle Générale - MG;541;071;10, rue Victor Poirel;CS 74036;NANCY;54039;CEDEX;0 800 455 455;03 83 17 45 51
92;461;0512;LA MUTUELLE GENERALE LOT;Mutuelle Générale - MG;461;071;45, rue Gustave Sindou;BP 255;CAHORS;46005;CEDEX 9;0 800 455 455;05 65 35 86 53
92;512;0461;LA MUTUELLE GENERALE LOT;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;471;0512;LA MUTUELLE GENERALE LOT ET GARONNE;Mutuelle Générale - MG;471;071;86 cours Victor Hugo;CS 50169;AGEN;47005;CEDEX;0 800 455 455;05 53 66 21 61
92;512;0471;LA MUTUELLE GENERALE LOT ET GARONNE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;481;0512;LA MUTUELLE GENERALE LOZERE;Mutuelle Générale - MG;481;071;16 boulevard Lucien Arnault;BP 90146;MENDE;48004;CEDEX;0 800 455 455;04 66 49 39 79
92;512;0481;LA MUTUELLE GENERALE LOZERE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;491;0512;LA MUTUELLE GENERALE MAINE ET LOIRE;Mutuelle Générale - MG;491;071;7 Place Mendès France;CS 73211;ANGERS;49032;CEDEX 01;0 800 455 455;02 41 23 15 01
92;512;0491;LA MUTUELLE GENERALE MAINE ET LOIRE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;501;0512;LA MUTUELLE GENERALE MANCHE;Mutuelle Générale - MG;501;071;49 rue de Villedieu;CS 11608;SAINT LO;50000;CEDEX;0 800 455 455;02 33 57 10 13
92;512;0501;LA MUTUELLE GENERALE MANCHE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;511;0512;LA MUTUELLE GENERALE MARNE;Mutuelle Générale - MG;511;071;8, rue Thomas Martin;CS 10406;CHALONS EN CHAMPAGNE;51021;CEDEX;0 800 455 455;03 26 21 87 09
92;512;0511;LA MUTUELLE GENERALE MARNE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;972;0512;LA MUTUELLE GENERALE MARTINIQUE;Mutuelle Générale - MG;972;071;centre commercial Le Trident;RDC Bat A Montgerald - CS 10001;FORT DE FRANCE;97200;CEDEX;0 800 455 455;0 596 75 00 25
92;512;0972;LA MUTUELLE GENERALE MARTINIQUE;Mutuelle Générale - MG;512;071;centre commercial Le Trident;RDC Bat A Montgerald - CS 10001;FORT DE FRANCE;97200;CEDEX;0 800 455 455;0 596 75 00 25
92;596;0512;La Mutuelle Generale MAUBEUGE;Mutuelle Générale - MG;596;071;31 rue Denis Papin;Parc des prés - CS 90101;VILLENEUVE D'ASCQ;59668;CEDEX;0 800 455 455;03.20.98.42.14
92;531;0512;LA MUTUELLE GENERALE MAYENNE;Mutuelle Générale - MG;531;071;14, rue des Ridelleries;CS 21313;LAVAL;53013;CEDEX;0 800 455 455;02 43 53 19 18
92;512;0531;LA MUTUELLE GENERALE MAYENNE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;542;0512;LA MUTUELLE GENERALE MEURTHE ET MOSELLE;Mutuelle Générale - MG;542;071;10, rue Victor Poirel;CS 74036;NANCY;54039;CEDEX;0 800 455 455;03.83.17.45.51
92;512;0542;LA MUTUELLE GENERALE MEURTHE ET MOSELLE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;551;0512;LA MUTUELLE GENERALE MEUSE;Mutuelle Générale - MG;551;071;103 boulevard de la Rochelle;CS 20546;BAR LE DUC;55013;CEDEX;0 800 455 455;03 29 77 17 42
92;512;0551;LA MUTUELLE GENERALE MEUSE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;252;0512;La Mutuelle Generale MONTBELIARD;Mutuelle Générale - MG;252;071;14 rue René Char;CS 10009;BESANCON;25075;CEDEX 9;0 800 455 455;03.81.88.99.50
92;561;0512;LA MUTUELLE GENERALE MORBIHAN;Mutuelle Générale - MG;561;071;50, rue du Commerce;CS 32332;VANNES;56018;CEDEX;0 800 455 455;02 97 42 71 34
92;512;0561;LA MUTUELLE GENERALE MORBIHAN;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;571;0512;LA MUTUELLE GENERALE MOSELLE;Mutuelle Générale - MG;571;071;11 rue Sébastien leclec;CS 89004;METZ;57037;CEDEX 01;0 800 455 455;03 87 50 78 85
92;512;0571;LA MUTUELLE GENERALE MOSELLE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;581;0512;LA MUTUELLE GENERALE NIEVRE;Mutuelle Générale - MG;581;071;4 avenue Colbert;CS 40017;NEVERS;58028;CEDEX;0 800 455 455;03 86 59 78 21
92;512;0581;LA MUTUELLE GENERALE NIEVRE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;594;0512;LA MUTUELLE GENERALE NORD 1;Mutuelle Générale - MG;594;071;31 rue Denis Papin;Parc des prés - CS 90101;VILLENEUVE D'ASCQ;59668;CEDEX;0 800 455 455;03.20.98.42.14
92;512;0594;LA MUTUELLE GENERALE NORD 1;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;595;0512;LA MUTUELLE GENERALE NORD 2;Mutuelle Générale - MG;595;071;31 rue Denis Papin;Parc des Prés - CS 90101;VILLENEUVE D'ASCQ;59668;CEDEX;0 800 455 455;03.20.98.42.14
92;512;0595;LA MUTUELLE GENERALE NORD 2;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;597;0512;LA MUTUELLE GENERALE NORD 3;Mutuelle Générale - MG;597;071;31 rue Denis Papin;Parc des Prés - CS 90101;VILLENEUVE D'ASCQ;59668;CEDEX;0 800 455 455;03.20.98.42.14
92;512;0597;LA MUTUELLE GENERALE NORD 3;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;599;0512;LA MUTUELLE GENERALE NORD 4;Mutuelle Générale - MG;599;071;31 rue Denis Papin;Parc des Prés - CS 90101;VILLENEUVE D'ASCQ;59668;CEDEX;0 800 455 455;03.20.98.42.14
92;512;0599;LA MUTUELLE GENERALE NORD 4;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;601;0512;LA MUTUELLE GENERALE OISE;Mutuelle Générale - MG;601;071;rue des filatures;CS 70572;BEAUVAIS;60023;CEDEX;0 800 455 455;03 44 48 31 18
92;512;0601;LA MUTUELLE GENERALE OISE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;611;0512;LA MUTUELLE GENERALE ORNE;Mutuelle Générale - MG;611;071;44 rue du maréchal De Lattre De Tassigny;CS 70315;ALENCON;61009;CEDEX;0 800 455 455;02 33 26 76 03
92;512;0611;LA MUTUELLE GENERALE ORNE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;751;0512;LA MUTUELLE GENERALE PARIS;Mutuelle Générale - MG;751;071;Unité Centrale de Gestion;N TSA 80254;Le Kremlin Bicetre;94281;CEDEX;0 800 455 455;01 45 59 83 59
92;512;0751;LA MUTUELLE GENERALE PARIS;Mutuelle Générale - MG;512;071;TSA 70379;;LE KREMLIN BICETRE;94281;CEDEX;0 800 455 455;01 45 59 83 53
92;623;0512;LA MUTUELLE GENERALE PAS DE CALAIS 1;Mutuelle Générale - MG;623;071;11 ter bd Robert Shuman-entrée A;CS 20917;ARRAS;62022;CEDEX;0 800 455 455;03.21.51.83.29
92;512;0623;LA MUTUELLE GENERALE PAS DE CALAIS 1;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;624;0512;LA MUTUELLE GENERALE PAS DE CALAIS 2;Mutuelle Générale - MG;624;071;11 ter bd Robert Shuman-entrée A;CS 20917;ARRAS;62022;CEDEX;0 800 455 455;03.21.51.83.29
92;512;0624;LA MUTUELLE GENERALE PAS DE CALAIS 2;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;631;0512;LA MUTUELLE GENERALE PUY DE DOME;Mutuelle Générale - MG;631;071;24 avenue de l'agriculture;CS 00014;CLERMONT FERRAND;63017;CEDEX 2;0 800 455 455;04 73 98 80 95
92;512;0631;LA MUTUELLE GENERALE PUY DE DOME;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;641;0512;LA MUTUELLE GENERALE PYRENEES ATLANTIQUES 1;Mutuelle Générale - MG;641;071;7 rue Mathier Lalanne;CS 27583;PAU;64086;CEDEX;0 800 455 455;05 59 27 98 42
92;512;0641;LA MUTUELLE GENERALE PYRENEES ATLANTIQUES 1;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;642;0512;LA MUTUELLE GENERALE PYRENEES ATLANTIQUES 2;Mutuelle Générale - MG;642;071;7 rue Mathieu Lalanne;CS 27583;PAU;64086;CEDEX;0 800 455 455;05.59.27.98.42
92;512;0642;LA MUTUELLE GENERALE PYRENEES ATLANTIQUES 2;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;661;0512;LA MUTUELLE GENERALE PYRENEES ORIENTALES;Mutuelle Générale - MG;661;071;15 boulevard Félix Mercader;CS 70938;PERPIGNAN;66020;CEDEX;0 800 455 455;04 68 51 24 51
92;512;0661;LA MUTUELLE GENERALE PYRENEES ORIENTALES;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;292;0512;La Mutuelle Generale QUIMPER;Mutuelle Générale - MG;292;071;5, allée Emile Le Page;CS 66015;QUIMPER;29109;CEDEX;0 800 455 455;02.98.10.16.99
92;974;0512;LA MUTUELLE GENERALE REUNION;Mutuelle Générale - MG;974;071;31 rue Jean Cocteau;CS 70265;SAINT DENIS;97743;CEDEX 9;0 800 455 455;0 262 21 74 43
92;512;0974;LA MUTUELLE GENERALE REUNION;Mutuelle Générale - MG;512;071;31 rue Jean Cocteau CS 70265;;SAINT DENIS;97743;CEDEX 9;0 800 455 455;0 262 21 74 43
92;691;0512;LA MUTUELLE GENERALE RHONE;Mutuelle Générale - MG;691;071;100 route de Vienne;CS 81;LYON;69377;CEDEX 08;0 800 455 455;04 78 01 73 40
92;512;0691;LA MUTUELLE GENERALE RHONE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;421;0512;La Mutuelle Generale ROANNE;Mutuelle Générale - MG;421;071;5 RUE DE LA RESISTANCE;CS 80292;SAINT ETIENNE;42016;CEDEX 1;0 800 455 455;04 77 47 41 40
92;711;0512;LA MUTUELLE GENERALE SAONE ET LOIRE;Mutuelle Générale - MG;711;071;444 quai Jean jaurès;CS 20119;MACON;71019;CEDEX;0 800 455 455;03 85 22 90 34
92;512;0711;LA MUTUELLE GENERALE SAONE ET LOIRE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;572;0512;La Mutuelle Generale SARREGUEMINES;Mutuelle Générale - MG;572;071;11 rue Sébastien leclerc;CS 89004;METZ;57037;CEDEX 01;0 800 455 455;03.87.50.78.85
92;721;0512;LA MUTUELLE GENERALE SARTHE;Mutuelle Générale - MG;721;071;14, rue Julien Pesche;CS 61414;LE MANS;72014;CEDEX 2;0 800 455 455;02 43 28 39 84
92;512;0721;LA MUTUELLE GENERALE SARTHE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;731;0512;LA MUTUELLE GENERALE SAVOIE;Mutuelle Générale - MG;731;071;209 avenue du Grand Verger;CS 12602;CHAMBERY;73026;CEDEX;0 800 455 455;04 79 69 55 74
92;512;0731;LA MUTUELLE GENERALE SAVOIE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;771;0512;LA MUTUELLE GENERALE SEINE ET MARNE;Mutuelle Générale - MG;771;071;3 avenue du général Patton;CS 70027;MELUN;77011;CEDEX;0 800 455 455;01 64 71 99 61
92;512;0771;LA MUTUELLE GENERALE SEINE ET MARNE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;763;0512;LA MUTUELLE GENERALE SEINE MARITIME 1;Mutuelle Générale - MG;763;071;4 rue du Grand Feu;CS 61001;ROUEN;76171;CEDEX 1;0 800 455 455;02 35 03 76 38
92;512;0763;LA MUTUELLE GENERALE SEINE MARITIME 1;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;764;0512;LA MUTUELLE GENERALE SEINE MARITIME 2;Mutuelle Générale - MG;764;071;36, avenue de Bretagne;B.P. 1001;ROUEN;76171;CEDEX 1;0 800 455 455;02.35.03.76.38
92;512;0764;LA MUTUELLE GENERALE SEINE MARITIME 2;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;931;0512;LA MUTUELLE GENERALE SEINE SAINT DENIS;Mutuelle Générale - MG;931;071;25 bd Rouget de Lisle;BP 79;MONTREUIL;93104;CEDEX;0 800 455 455;01 42 02 74 79
92;512;0931;LA MUTUELLE GENERALE SEINE SAINT DENIS;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;672;0512;La Mutuelle Generale SELESTAT;Mutuelle Générale - MG;672;071;5, place du Corbeau;B.P. 60018;STRASBOURG;67083;CEDEX;0 800 455 455;03 88 24 98 18
92;801;0512;LA MUTUELLE GENERALE SOMME;Mutuelle Générale - MG;801;071;24 allée de la pépinière;CS 11152 DURY;AMIENS;80011;CEDEX 1;0 800 455 455;03 22 71 72 19
92;512;0801;LA MUTUELLE GENERALE SOMME;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;442;0512;La Mutuelle Generale ST NAZAIRE;Mutuelle Générale - MG;442;071;2 rue de la Paix;BP 10501;NANTES;44005;CEDEX 1;0 800 455 455;02 40 69 13 38
92;022;0512;La Mutuelle Generale ST QUENTIN;Mutuelle Générale - MG;022;071;22, boulevard Pierre Brossolette;;LAON;02011;CEDEX;0 800 455 455;03.23.23.54.74
92;811;0512;LA MUTUELLE GENERALE TARN;Mutuelle Générale - MG;811;071;13 bd Andrieu;BP 127;ALBI;81004;CEDEX;0 800 455 455;05 63 43 23 24
92;512;0811;LA MUTUELLE GENERALE TARN;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;821;0512;LA MUTUELLE GENERALE TARN ET GARONNE;Mutuelle Générale - MG;821;071;147 AV ARISTIDE BRIAND;BP 786;MONTAUBAN;82013;CEDEX;0 800 455 455;05 63 63 41 70
92;512;0821;LA MUTUELLE GENERALE TARN ET GARONNE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;901;0512;LA MUTUELLE GENERALE TERRITOIRE DE BELFORT;Mutuelle Générale - MG;901;071;57 faubourg des Ancêtres;BP 35;BELFORT;90001;CEDEX;0 800 455 455;03 84 22 70 19
92;512;0901;LA MUTUELLE GENERALE TERRITOIRE DE BELFORT;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;573;0512;La Mutuelle Generale THIONVILLE;Mutuelle Générale - MG;573;071;11 rue Sébastien Leclerc;B.P. 89004;METZ;57000;;0 800 455 455;03.87.50.78.85
92;598;0512;La Mutuelle Generale TOURCOING;Mutuelle Générale - MG;598;071;282 avenue de la Marne;;MARCQ EN BAROEUL;59848;CEDEX;0 800 455 455;03.20.98.42.14
92;951;0512;LA MUTUELLE GENERALE VAL D OISE;Mutuelle Générale - MG;951;071;'Les Bourgognes';2, chemin des Bourgognes BP 90390;CERGY PONTOISE;95028;CEDEX;0 800 455 455;01 34 24 00 95
92;512;0951;LA MUTUELLE GENERALE VAL D OISE;Mutuelle Générale - MG;512;071;TSA20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;941;0512;LA MUTUELLE GENERALE VAL DE MARNE;Mutuelle Générale - MG;941;071;8 rue Eugène Renault;BP 10131;MAISONS ALFORT;94703;CEDEX;0 800 455 455;01 42 02 80 50
92;512;0941;LA MUTUELLE GENERALE VAL DE MARNE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;831;0512;LA MUTUELLE GENERALE VAR;Mutuelle Générale - MG;831;071;Le Mistral bat D;avenue de Lattre de Tassigny BP 109;TOULON;83071;CEDEX;0 800 455 455;04 94 09 74 89
92;512;0831;LA MUTUELLE GENERALE VAR;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;841;0512;LA MUTUELLE GENERALE VAUCLUSE;Mutuelle Générale - MG;841;071;173, rue du Grand Gigognan;ZI  de Courtine;AVIGNON;84901;CEDEX 9;0 800 455 455;04 90 86 42 83
92;512;0841;LA MUTUELLE GENERALE VAUCLUSE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;851;0512;LA MUTUELLE GENERALE VENDEE;Mutuelle Générale - MG;851;071;Résidence Albert 1er;24, rue Marcellin Berthelot BP 809;LA ROCHE SUR YON;85021;CEDEX;0 800 455 455;02 51 44 90 43
92;512;0851;LA MUTUELLE GENERALE VENDEE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
