EffectiveDate;Name;Code;   Insurer;   RegisteredDesk;   Concentrator;   Noemie_Type;   CMUC;   CMUC_Procedure;   ACS;   NormeFichierAdherent;   Norme_Rejet_Ack;   Norme_Retours_infos
01/01/2000;AGEN;NOECVT257;3456789;02475000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MENDE;NOECVT258;3456789;02481000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MENDE;NOECVT259;3456789;02485000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ANGERS;NOECVT260;3456789;02491000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ANGERS;NOECVT261;3456789;02492000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ANGERS;NOECVT262;3456789;02495000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;SAINT LO;NOECVT263;3456789;02501000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;SAINT LO;NOECVT264;3456789;02502000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;SAINT LO;NOECVT265;3456789;02505000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;REIMS;NOECVT266;3456789;02511000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHALONS SUR MARNE;NOECVT267;3456789;02512000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;REIMS;NOECVT268;3456789;02515000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHAUMONT;NOECVT269;3456789;02521000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHAUMONT;NOECVT270;3456789;02525000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LAVAL;NOECVT271;3456789;02531000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LAVAL;NOECVT272;3456789;02532000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LAVAL;NOECVT273;3456789;02535000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;VANDOEUVRE LES NANCY;NOECVT274;3456789;02541000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NANCY;NOECVT275;3456789;02542000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;VANDOEUVRE LES NANCY;NOECVT276;3456789;02545000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;VERDUN;NOECVT277;3456789;02551000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;VERDUN;NOECVT278;3456789;02555000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;VANNES;NOECVT279;3456789;02561000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LORIENT;NOECVT280;3456789;02562000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;VANNES;NOECVT281;3456789;02565000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;METZ;NOECVT282;3456789;02571000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;METZ;NOECVT283;3456789;02575000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NEVERS;NOECVT284;3456789;02581000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NEVERS;NOECVT285;3456789;02582000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NEVERS;NOECVT286;3456789;02585000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LILLE;NOECVT287;3456789;02591000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LILLE;NOECVT288;3456789;02592000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LILLE;NOECVT289;3456789;02595000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BEAUVAIS;NOECVT290;3456789;02601000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BEAUVAIS;NOECVT291;3456789;02605000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ALENCON;NOECVT292;3456789;02611000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ALENCON;NOECVT293;3456789;02612000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ALENCON;NOECVT294;3456789;02615000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ARRAS;NOECVT295;3456789;02621000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ARRAS;NOECVT296;3456789;02622000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ARRAS;NOECVT297;3456789;02625000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CLERMONT FERRAND;NOECVT298;3456789;02631000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CLERMONT-FERRAND;NOECVT299;3456789;02632000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CLERMONT FERRAND;NOECVT300;3456789;02635000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PAU;NOECVT301;3456789;02641000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PAU;NOECVT302;3456789;02642000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PAU;NOECVT303;3456789;02645000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TARBES;NOECVT304;3456789;02651000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TARBES;NOECVT305;3456789;02652000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TARBES;NOECVT306;3456789;02655000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PERPIGNAN;NOECVT307;3456789;02661000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PERPIGNAN;NOECVT308;3456789;02662000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PERPIGNAN;NOECVT309;3456789;02665000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;STRASBOURG;NOECVT310;3456789;02671000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;STRASBOURG;NOECVT311;3456789;02672000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;STRASBOURG;NOECVT312;3456789;02675000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;COLMAR;NOECVT313;3456789;02681000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;COLMAR;NOECVT314;3456789;02685000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LYON;NOECVT315;3456789;02691000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LYON;NOECVT316;3456789;02692000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LYON;NOECVT317;3456789;02695000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;VESOUL;NOECVT318;3456789;02701000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;VESOUL;NOECVT319;3456789;02705000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MACON;NOECVT320;3456789;02711000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MACON;NOECVT321;3456789;02712000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MACON;NOECVT322;3456789;02715000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LE MANS;NOECVT323;3456789;02721000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LE MANS;NOECVT324;3456789;02722000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LE MANS;NOECVT325;3456789;02725000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHAMBERY;NOECVT326;3456789;02731000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHAMBERY;NOECVT327;3456789;02735000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ANNECY;NOECVT328;3456789;02741000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ANNECY;NOECVT329;3456789;02745000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PARIS;NOECVT330;3456789;02751000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LANDERNEAU D.O.M;NOECVT331;3456789;02752000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PARIS;NOECVT332;3456789;02755000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BOIS GUILLAUME;NOECVT333;3456789;02761000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ROUEN;NOECVT334;3456789;02762000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BOIS GUILLAUME;NOECVT335;3456789;02765000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NIORT;NOECVT336;3456789;02791000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NIORT;NOECVT337;3456789;02792000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NIORT;NOECVT338;3456789;02795000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AMIENS;NOECVT339;3456789;02801000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AMIENS;NOECVT340;3456789;02802000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AMIENS;NOECVT341;3456789;02805000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ALBI;NOECVT342;3456789;02811000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ALBI;NOECVT343;3456789;02812000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ALBI;NOECVT344;3456789;02815000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MONTAUBAN;NOECVT345;3456789;02821000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MONTAUBAN;NOECVT346;3456789;02822000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MONTAUBAN;NOECVT347;3456789;02825000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;DRAGUIGNAN;NOECVT348;3456789;02831000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TOULON;NOECVT349;3456789;02832000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;DRAGUIGNAN;NOECVT350;3456789;02835000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AVIGNON;NOECVT351;3456789;02841000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AVIGNON;NOECVT352;3456789;02842000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AVIGNON;NOECVT353;3456789;02845000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LA ROCHE SUR YON;NOECVT354;3456789;02851000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LA ROCHE SUR YON;NOECVT355;3456789;02852000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LA ROCHE SUR YON;NOECVT356;3456789;02855000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;POITIERS;NOECVT357;3456789;02861000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;POITIERS;NOECVT358;3456789;02862000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;POITIERS;NOECVT359;3456789;02865000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LIMOGES;NOECVT360;3456789;02871000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LIMOGES;NOECVT361;3456789;02872000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LIMOGES;NOECVT362;3456789;02875000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;EPINAL;NOECVT363;3456789;02881000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;EPINAL;NOECVT364;3456789;02885000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AUXERRE;NOECVT365;3456789;02891000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AUXERRE;NOECVT366;3456789;02892000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AUXERRE;NOECVT367;3456789;02895000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MSA D ARMORIQUE - MAYOTTE;NOECVT368;3456789;02941000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LANDERNEAU;NOECVT369;3456789;02962000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;POINTE A PITRE;NOECVT370;3456789;02971000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AURILLAC;NOECVT371;3456789;02982000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AJACCIO;NOECVT372;3456789;02992000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LA MUTUELLE GENERALE GUADELOUPE;NOECVT373;3456789;92512971;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;M.N.T.  Ardennes;NOECVT374;3456789;99081609;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;M.N.T.  Gironde;NOECVT375;3456789;99331609;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;M.N.T.  Guyane;NOECVT376;3456789;99973609;;Noemie 1;True;Procédure A;True;408;933;686
