DEBUTVALID;CODE_TIPS;NOM_COURT;TARIF;NAT_PREST;Famille
08/09/2003;2317801;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS P 49-O;680,84;PAU;Frais d optique et d audioprothèse
08/09/2003;2317936;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX C 18;1168,37;PAU;Frais d optique et d audioprothèse
08/09/2003;2318278;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE PETITE+KAMP P;898,53;PAU;Frais d optique et d audioprothèse
08/09/2003;2318611;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK AUDINET PPCP;766,36;PAU;Frais d optique et d audioprothèse
08/09/2003;2319467;AUDIOPROTHESE, < 20 ANS OU CECITE, MEDISOUND, STROMBONI SP 10;608,58;PAU;Frais d optique et d audioprothèse
08/09/2003;2319600;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS P 61-O;680,23;PAU;Frais d optique et d audioprothèse
08/09/2003;2319935;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, UNITRON SOUND F/X P + 4;878,56;PAU;Frais d optique et d audioprothèse
08/09/2003;2320170;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, SONAR 8263;962,11;PAU;Frais d optique et d audioprothèse
08/09/2003;2320275;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE OPERA KAMP P;898,53;PAU;Frais d optique et d audioprothèse
08/09/2003;2320358;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS 284 PPAGCI +;454,91;PAU;Frais d optique et d audioprothèse
08/09/2003;2320476;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK PICO FORTE C;744,56;PAU;Frais d optique et d audioprothèse
08/09/2003;2320789;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, SONIC INNOVATIONS, ITC 10;1202,37;PAU;Frais d optique et d audioprothèse
08/09/2003;2320909;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON DIGITALIS DSP III;1222,18;PAU;Frais d optique et d audioprothèse
08/09/2003;2320915;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE OPTIMA CSP II-P;1066,23;PAU;Frais d optique et d audioprothèse
08/09/2003;2320921;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, RESOUND BT 5;1133,76;PAU;Frais d optique et d audioprothèse
08/09/2003;2320938;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY D13 ARIES MM;1056,32;PAU;Frais d optique et d audioprothèse
08/09/2003;2321263;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, BERNAFON SMILE 200 ITE;1211,51;PAU;Frais d optique et d audioprothèse
08/09/2003;2321292;AUDIOPROTHESE, FIL V, < 20 ANS OU CECITE, JOUVE, R.JOUVE, ADAPTON 3;10,67;PAU;Frais d optique et d audioprothèse
08/09/2003;2321369;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS S 41 U;739,84;PAU;Frais d optique et d audioprothèse
08/09/2003;2321530;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX SENSO P7;1097,94;PAU;Frais d optique et d audioprothèse
08/09/2003;2321560;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON DST;742,88;PAU;Frais d optique et d audioprothèse
08/09/2003;2322080;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON HA/49 2 C;1062,11;PAU;Frais d optique et d audioprothèse
08/09/2003;2322104;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON PICO 925 EQ II;805,54;PAU;Frais d optique et d audioprothèse
08/09/2003;2322251;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK SONO FORTE 332 X AZ;1035,43;PAU;Frais d optique et d audioprothèse
08/09/2003;2322280;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON PICCOLO GRAN'D;880,7;PAU;Frais d optique et d audioprothèse
08/09/2003;2322400;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK PICO FORTE PPCL P 2;625,04;PAU;Frais d optique et d audioprothèse
08/09/2003;2322630;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE OPTIMA KAMP P;898,53;PAU;Frais d optique et d audioprothèse
08/09/2003;2324132;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON D2D;1035,74;PAU;Frais d optique et d audioprothèse
08/09/2003;2324161;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS M 21-O;814,38;PAU;Frais d optique et d audioprothèse
08/09/2003;2324333;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, SONIC INNOVATIONS BTE;1095,04;PAU;Frais d optique et d audioprothèse
08/09/2003;2324646;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON PRIMO FOCUS PRO 2;972,62;PAU;Frais d optique et d audioprothèse
08/09/2003;2325083;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS D 61-20;1064,4;PAU;Frais d optique et d audioprothèse
08/09/2003;2325309;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON PICCOLO ATC;821,85;PAU;Frais d optique et d audioprothèse
22/09/2004;2325723;AUDIOPROTHESE, APPAREIL DE CLASSE B, < 20 ANS;1000;PAU;Frais d optique et d audioprothèse
08/09/2003;2325841;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON DX/49 6C II VC;1250,84;PAU;Frais d optique et d audioprothèse
22/09/2004;2326190;AUDIOPROTHESE, BOITIER AVEC SES ACCESSOIRES, < 20 ANS;900;PAU;Frais d optique et d audioprothèse
08/09/2003;2326266;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS 8 DS;1288,8;PAU;Frais d optique et d audioprothèse
08/09/2003;2326390;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON, DIGIFOCUS II COMPACT POWER;1193,37;PAU;Frais d optique et d audioprothèse
08/09/2003;2326415;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON JAZZ 49 2C II;954,64;PAU;Frais d optique et d audioprothèse
08/09/2003;2326540;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS SAPHIR 2000;859,2;PAU;Frais d optique et d audioprothèse
08/09/2003;2326711;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS MUSIC DD;1178,43;PAU;Frais d optique et d audioprothèse
08/09/2003;2326740;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, DANAVOX 143 V;766,36;PAU;Frais d optique et d audioprothèse
08/09/2003;2326763;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, ISO-SONIC C 103 AGC;671,23;PAU;Frais d optique et d audioprothèse
08/09/2003;2326770;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, DANAVOX 143 PPV;786,94;PAU;Frais d optique et d audioprothèse
08/09/2003;2326935;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, ISO-SONIC I 100;745,93;PAU;Frais d optique et d audioprothèse
08/09/2003;2327113;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, BERNAFON SMILE 321 ITC;1253,28;PAU;Frais d optique et d audioprothèse
08/09/2003;2327254;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, ATLAS MICRO 2 HAGC;680,84;PAU;Frais d optique et d audioprothèse
08/09/2003;2327604;AUDIOPROTHESE, < 20 ANS OU CECITE, NEWSON, NEWSON MINI PROFIL AGC;632,51;PAU;Frais d optique et d audioprothèse
08/09/2003;2327751;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON DIGILIFE COM ITE;1047,17;PAU;Frais d optique et d audioprothèse
08/09/2003;2327923;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON HORIZON R 2;921,25;PAU;Frais d optique et d audioprothèse
08/09/2003;2327952;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX QX;930,85;PAU;Frais d optique et d audioprothèse
08/09/2003;2328124;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS, D 11-20;1066,23;PAU;Frais d optique et d audioprothèse
08/09/2003;2328147;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS D 11-10;899,75;PAU;Frais d optique et d audioprothèse
08/09/2003;2328443;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON DIAMANT 46 HPPC;732,52;PAU;Frais d optique et d audioprothèse
08/09/2003;2328590;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX L 8 E;775,66;PAU;Frais d optique et d audioprothèse
08/09/2003;2328710;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON HORIZON R 1 +;883,14;PAU;Frais d optique et d audioprothèse
08/09/2003;2329017;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, RESOUND BT 2 S;973,39;PAU;Frais d optique et d audioprothèse
08/09/2003;2329460;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON DIGIFOCUS II ITE;1253,28;PAU;Frais d optique et d audioprothèse
08/09/2003;2329744;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS M 61 P;765,14;PAU;Frais d optique et d audioprothèse
08/09/2003;2329833;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, SONAR 8200 S;958,45;PAU;Frais d optique et d audioprothèse
08/09/2003;2329900;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY D9;1250,08;PAU;Frais d optique et d audioprothèse
08/09/2003;2330173;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, VIENNATONE COAN;715,9;PAU;Frais d optique et d audioprothèse
08/09/2003;2330180;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, VIENNATONE 146 VASM;826,27;PAU;Frais d optique et d audioprothèse
08/09/2003;2330204;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK AUDINET PP CL;647,15;PAU;Frais d optique et d audioprothèse
08/09/2003;2330227;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON COMPACT DIGIFOCUS;1116,69;PAU;Frais d optique et d audioprothèse
08/09/2003;2330256;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON 611 DEQ II PRO;946,4;PAU;Frais d optique et d audioprothèse
08/09/2003;2330351;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON 271 PP AGCI;702,18;PAU;Frais d optique et d audioprothèse
08/09/2003;2330428;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, VIENNATONE ALPP II;718,95;PAU;Frais d optique et d audioprothèse
08/09/2003;2330470;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX L 8 S;841,82;PAU;Frais d optique et d audioprothèse
08/09/2003;2330925;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK INCA SC;803,1;PAU;Frais d optique et d audioprothèse
08/09/2003;2331126;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON 341 MULTI PRO;850,21;PAU;Frais d optique et d audioprothèse
08/09/2003;2331391;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS S 71 P;924,91;PAU;Frais d optique et d audioprothèse
08/09/2003;2331540;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX L 6;850,21;PAU;Frais d optique et d audioprothèse
08/09/2003;2331557;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON 380 P;784,66;PAU;Frais d optique et d audioprothèse
08/09/2003;2331913;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX C 8;1118,82;PAU;Frais d optique et d audioprothèse
08/09/2003;2332114;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS D 11-40;1107,39;PAU;Frais d optique et d audioprothèse
08/09/2003;2332137;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS M 21 P;984,52;PAU;Frais d optique et d audioprothèse
08/09/2003;2332166;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK 9000 AF-SC;857,37;PAU;Frais d optique et d audioprothèse
08/09/2003;2332189;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, INTERTON INTEGRA KD;909,97;PAU;Frais d optique et d audioprothèse
08/09/2003;2332338;AUDIOPROTHESE, < 20 ANS OU CECITE, NEWSON, NEWSON ES 312;654,77;PAU;Frais d optique et d audioprothèse
08/09/2003;2332730;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, UNITRON US 80 PPL;659,19;PAU;Frais d optique et d audioprothèse
08/09/2003;2332775;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON 531 DEQ II PRO/R;957,68;PAU;Frais d optique et d audioprothèse
08/09/2003;2332806;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE PRIMA 2000 KAMP P;919,12;PAU;Frais d optique et d audioprothèse
08/09/2003;2332901;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON DIAMANT 46 HPAGCL;783,13;PAU;Frais d optique et d audioprothèse
08/09/2003;2333770;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON DEQ II PRO POWER;1087,42;PAU;Frais d optique et d audioprothèse
08/09/2003;2334410;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, RESOUND E A.4.;1015,31;PAU;Frais d optique et d audioprothèse
08/09/2003;2334604;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX L 6 E;775,66;PAU;Frais d optique et d audioprothèse
08/09/2003;2334774;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON JAZZ 800 2 C PROG;960,73;PAU;Frais d optique et d audioprothèse
08/09/2003;2334998;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, RESOUND BT 2 T;984,67;PAU;Frais d optique et d audioprothèse
08/09/2003;2335207;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, BERNAFON AUDIOFLEX 110;921,1;PAU;Frais d optique et d audioprothèse
08/09/2003;2335213;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, VIENNATONE 135;695,17;PAU;Frais d optique et d audioprothèse
08/09/2003;2335302;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, BERNAFON DUALINE;917,29;PAU;Frais d optique et d audioprothèse
08/09/2003;2335673;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK PICO FORTE C 2;786,94;PAU;Frais d optique et d audioprothèse
08/09/2003;2335791;AUDIOPROTHESE, APPAREIL DE CLASSE D, > OU = 20 ANS;199,71;PAU;Frais d optique et d audioprothèse
08/09/2003;2335970;AUDIOPROTHESE, ECOUTEUR, < 20 ANS OU CECITE, JOUVE, R.JOUVE, ADAPTON 3;19,67;PAU;Frais d optique et d audioprothèse
08/09/2003;2336046;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY A 13 GEMINI AV MM;1193,37;PAU;Frais d optique et d audioprothèse
08/09/2003;2336098;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON 700 DIGITAL CIC;1066,53;PAU;Frais d optique et d audioprothèse
08/09/2003;2336129;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON DIGILIFE COM CIC;1026,29;PAU;Frais d optique et d audioprothèse
08/09/2003;2336141;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON ALPHA'K;876,73;PAU;Frais d optique et d audioprothèse
08/09/2003;2336260;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK SUPER FRONT PPC 2;766,36;PAU;Frais d optique et d audioprothèse
08/09/2003;2336342;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX SENSO P 7 X;1075,53;PAU;Frais d optique et d audioprothèse
08/09/2003;2336477;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON 351 ALPHA'P;877,95;PAU;Frais d optique et d audioprothèse
08/09/2003;2336483;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX A 12 +;620,62;PAU;Frais d optique et d audioprothèse
08/09/2003;2336589;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON DIXY 49 POWER;918,96;PAU;Frais d optique et d audioprothèse
08/09/2003;2336810;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE PRIMA 1000;786,94;PAU;Frais d optique et d audioprothèse
08/09/2003;2336833;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, SONIC INNOVATION QUANTUM PLUS;1133,61;PAU;Frais d optique et d audioprothèse
08/09/2003;2336862;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY A 675 TSP;753,25;PAU;Frais d optique et d audioprothèse
08/09/2003;2337034;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, UNITRON SOUND FX PRO V 2;962,11;PAU;Frais d optique et d audioprothèse
08/09/2003;2337063;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, INTERTON QUANTUM;1075,07;PAU;Frais d optique et d audioprothèse
08/09/2003;2337264;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, UNITRON US 80 S;763,92;PAU;Frais d optique et d audioprothèse
08/09/2003;2337287;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY L. A.;872,62;PAU;Frais d optique et d audioprothèse
08/09/2003;2337293;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE PRIMA 2000 CSP II-P;1026,44;PAU;Frais d optique et d audioprothèse
08/09/2003;2337809;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, ISO-SONIC REFLEX 1;813,01;PAU;Frais d optique et d audioprothèse
08/09/2003;2337815;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON MULTIFOCUS INTRA CONQUE;872,62;PAU;Frais d optique et d audioprothèse
08/09/2003;2338571;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE OPTIMA DSA;801,88;PAU;Frais d optique et d audioprothèse
08/09/2003;2338594;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE OPTIMA IC;756,45;PAU;Frais d optique et d audioprothèse
08/09/2003;2338648;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON AGCO-D;816,82;PAU;Frais d optique et d audioprothèse
08/09/2003;2338743;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, RESOUND IE 4;962,11;PAU;Frais d optique et d audioprothèse
08/09/2003;2338944;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK AUDINET CD;731,91;PAU;Frais d optique et d audioprothèse
08/09/2003;2338973;AUDIOPROTHESE, EMBOUT SURMOULE, < 20 ANS OU CECITE, JOUVE, R.JOUVE, ADAPTON 3;35,22;PAU;Frais d optique et d audioprothèse
08/09/2003;2339062;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS S 41-O;723,37;PAU;Frais d optique et d audioprothèse
08/09/2003;2339346;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON 131 PP;667,88;PAU;Frais d optique et d audioprothèse
08/09/2003;2339398;AUDIOPROTHESE, < 20 ANS OU CECITE, NEWSON, NEWSON ES AGCI D;771,24;PAU;Frais d optique et d audioprothèse
08/09/2003;2339719;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE INVISA STD;806,3;PAU;Frais d optique et d audioprothèse
08/09/2003;2339837;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY PPS;824,9;PAU;Frais d optique et d audioprothèse
08/09/2003;2339866;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX C 9 +;1178,43;PAU;Frais d optique et d audioprothèse
08/09/2003;2340119;AUDIOPROTHESE, ENTRETIEN & REPARATIONS, ALLOCATION FORFAITAIRE ANNUELLE;36,59;PAU;Frais d optique et d audioprothèse
08/09/2003;2340438;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, VIENNATONE 132;735,72;PAU;Frais d optique et d audioprothèse
08/09/2003;2340600;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK POWER ZOOM P 4 AZ;1132,24;PAU;Frais d optique et d audioprothèse
08/09/2003;2340970;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE PETITE+CSP II-P;1024,46;PAU;Frais d optique et d audioprothèse
08/09/2003;2341290;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, INTERTON SUPRA MDD-SEQ;1055,71;PAU;Frais d optique et d audioprothèse
08/09/2003;2341389;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON 925 DIGITAL MM;1126,29;PAU;Frais d optique et d audioprothèse
08/09/2003;2341395;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON PRIMO FOCUS;805,54;PAU;Frais d optique et d audioprothèse
08/09/2003;2341449;AUDIOPROTHESE, BOITIER AVEC ACCESSOIRES, > OU = 20 ANS;199,71;PAU;Frais d optique et d audioprothèse
08/09/2003;2341544;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, ISO-SONIC REFLEX PRO;960,73;PAU;Frais d optique et d audioprothèse
08/09/2003;2341550;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX A4;875,82;PAU;Frais d optique et d audioprothèse
08/09/2003;2341662;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON HA/49 2 CD;1035,74;PAU;Frais d optique et d audioprothèse
08/09/2003;2342118;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY B 13 PC;641,51;PAU;Frais d optique et d audioprothèse
08/09/2003;2342160;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS D 61-10;888,02;PAU;Frais d optique et d audioprothèse
08/09/2003;2342331;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY H;847,31;PAU;Frais d optique et d audioprothèse
08/09/2003;2342354;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS M 21 A;792,58;PAU;Frais d optique et d audioprothèse
08/09/2003;2342555;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON PERSONIC 425;659,8;PAU;Frais d optique et d audioprothèse
08/09/2003;2342638;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON AGCI DP;962,11;PAU;Frais d optique et d audioprothèse
08/09/2003;2342800;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON SPECTRA PP +;602,63;PAU;Frais d optique et d audioprothèse
08/09/2003;2343052;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON HORIZON R 2 +;939,09;PAU;Frais d optique et d audioprothèse
08/09/2003;2343543;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON DQ/49 4C;878,56;PAU;Frais d optique et d audioprothèse
08/09/2003;2343566;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS S 41 I;808,13;PAU;Frais d optique et d audioprothèse
08/09/2003;2343840;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK CLASSICA PPCLP;574,28;PAU;Frais d optique et d audioprothèse
08/09/2003;2343856;AUDIOPROTHESE, ENTRETIEN ET REPARATIONS, MICROPHONE;9,17;PAU;Frais d optique et d audioprothèse
08/09/2003;2344092;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY NODIS;859,2;PAU;Frais d optique et d audioprothèse
08/09/2003;2344100;AUDIOPROTHESE, ENTRETIEN ET REPARATIONS, ECOUTEUR;5,32;PAU;Frais d optique et d audioprothèse
08/09/2003;2344123;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON SWIFT 90+;880,09;PAU;Frais d optique et d audioprothèse
08/09/2003;2344146;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, INTERTON INTEGRA KD VC;909,97;PAU;Frais d optique et d audioprothèse
08/09/2003;2344324;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS P 47;732,67;PAU;Frais d optique et d audioprothèse
08/09/2003;2344548;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX C 18 +;1211,21;PAU;Frais d optique et d audioprothèse
08/09/2003;2344689;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE OPERA + KAMP;790,75;PAU;Frais d optique et d audioprothèse
08/09/2003;2344867;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS M 61-O;680,23;PAU;Frais d optique et d audioprothèse
08/09/2003;2345016;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, BERNAFON AUDIOFLEX 300;880,09;PAU;Frais d optique et d audioprothèse
08/09/2003;2345074;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS MUSIC D;1118,82;PAU;Frais d optique et d audioprothèse
08/09/2003;2345358;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK 9000 AF;781,3;PAU;Frais d optique et d audioprothèse
08/09/2003;2345401;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS S 46-O;679,01;PAU;Frais d optique et d audioprothèse
08/09/2003;2345588;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, ISO-SONIC C 102 PP;623,52;PAU;Frais d optique et d audioprothèse
08/09/2003;2345619;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS 562 A;723,52;PAU;Frais d optique et d audioprothèse
08/09/2003;2345772;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK PICO CS;523,66;PAU;Frais d optique et d audioprothèse
08/09/2003;2345803;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX A3;895,64;PAU;Frais d optique et d audioprothèse
08/09/2003;2346228;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX C 8 +;1178,43;PAU;Frais d optique et d audioprothèse
08/09/2003;2346292;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, DANAVOX 153 DSD KAMP;956,62;PAU;Frais d optique et d audioprothèse
08/09/2003;2346375;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON PP1;792,13;PAU;Frais d optique et d audioprothèse
08/09/2003;2346441;AUDIOPROTHESE, LUNETTES AUDITIVES, > OU = 20 ANS;199,71;PAU;Frais d optique et d audioprothèse
08/09/2003;2346518;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, DANAVOX DANALOGIC 601/IC5;1190,93;PAU;Frais d optique et d audioprothèse
08/09/2003;2347044;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK NOVO FORTE E 3;1074;PAU;Frais d optique et d audioprothèse
08/09/2003;2347340;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON DIXY 49 TWICE;919,42;PAU;Frais d optique et d audioprothèse
